,reaction_name,reaction_string,WT-LN-G-R1 trans,WT-LN-G-R2 trans,WT-LN-G-R3 trans,EVOL33-LN-G-R1 trans,EVOL33-LN-G-R2 trans,EVOL33-LN-G-R3 trans,EVOL40-LN-G-R1 trans,EVOL40-LN-G-R2 trans,EVOL40-LN-G-R3 trans,WT-P-R1 trans,WT-P-R2 trans,WT-P-R3 trans,PVHG-P-R1 trans,PVHG-P-R2 trans,PVHG-P-R3 trans
PPC,Phosphoenolpyruvate carboxylase,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,956.06441,890.38728,929.20274,1058.3518900000001,967.71646,1030.75087,940.84118,872.56702,987.8041300000001,517.5250199999999,656.39753,671.8758199999999,718.36819,435.25019,374.31678
PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,251.25855,229.62275,242.74899,286.28247999999996,287.01649,291.06606,272.49624,264.31336,269.4445,184.78641000000002,261.13086,238.14252000000002,818.55992,563.5656700000001,559.93666
PPCK,Phosphoenolpyruvate carboxykinase,atp_c + oaa_c --> adp_c + co2_c + pep_c,1248.72934,1186.45685,1305.16765,1518.61584,1286.3216699999998,1578.12109,1242.86488,1335.99399,1176.68112,2223.94225,2601.31163,3038.34043,5189.3424700000005,3291.41985,3422.92919
PPCOAC,PPCOAC,atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,572.25415,479.50633,475.04967999999997,661.57628,585.27269,577.98144,623.02933,591.60692,591.4419199999999,196.91796000000002,189.61375999999998,212.63601000000003,452.3362,456.72130000000004,436.3952
PPDIMAS,PPDIMAS,2.0 h_c + pphthiocerol_c + 2.0 tamocta_c --> 2.0 h2o_c + ppdima_c,1.3460299999999998,1.30715,1.21897,0.95711,1.98348,0.86472,1.74754,1.7571599999999998,1.29508,1.14283,0.54929,0.7357600000000001,1.14598,1.43141,1.8462
PPDIMAT,PPDIMAT,ppdima_c --> ppdima_e,,,,,,,,,,,,,,,
PPGKr,PPGKr,glc__D_c + pi_c <-- g6p_c + h2o_c,179.47038999999998,212.41194,217.15063999999998,193.54908,169.91788,177.96018,199.76228,193.93461000000002,166.51984,565.6996,597.62385,645.75617,164.53054,163.79394,184.69679
PPGPPDP,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",h2o_c + ppgpp_c --> gdp_c + ppi_c,8.268460000000001,10.89292,9.75175,11.37898,14.031260000000001,11.76024,10.48526,10.35798,10.2243,17.9336,13.95188,8.21604,21.93741,30.57078,35.30855
PPK2r,Polyphosphate kinase,atp_c + ppi_c --> adp_c + pppi_c,402.84693000000004,408.92022000000003,456.24271999999996,442.3979,406.68628,451.21292,389.15983,404.97838,430.17057,346.98,439.09973,517.73311,363.44060999999994,238.73837,220.00534000000002
PPKr,Polyphosphate kinase,atp_c + pi_c --> adp_c + ppi_c,113.32273,113.06851,127.46933999999999,112.72639,87.71377,106.70693,103.6474,105.52188000000001,124.60019,100.65673000000001,87.33657,82.77353000000001,54.352380000000004,60.42586,63.00153
PPNCL,PPNCL,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,251.25855,229.62275,242.74899,286.28247999999996,287.01649,291.06606,272.49624,264.31336,269.4445,184.78641000000002,261.13086,238.14252000000002,818.55992,563.5656700000001,559.93666
PPNCL2,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,251.25855,229.62275,242.74899,286.28247999999996,287.01649,291.06606,272.49624,264.31336,269.4445,184.78641000000002,261.13086,238.14252000000002,818.55992,563.5656700000001,559.93666
PPNCL3,PPNCL3,4ppan_c + atp_c + cys__L_c --> 4ppcys_c + amp_c + h_c + ppi_c,251.25855,229.62275,242.74899,286.28247999999996,287.01649,291.06606,272.49624,264.31336,269.4445,184.78641000000002,261.13086,238.14252000000002,818.55992,563.5656700000001,559.93666
PPND,Prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,535.52683,508.04579,474.87553999999994,417.08763,384.20687000000004,360.93575000000004,525.52846,466.5713400000001,518.03143,141.88643,122.93035,99.32824,107.23134999999999,136.39271000000002,129.46468000000002
PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,118.06588,105.66131999999999,116.67276000000001,94.22224,96.45576,74.5392,126.48598,110.0535,111.10411,161.4024,212.24435,210.91922000000002,97.08121,73.10404,82.77124
PPPGO,Protoporphyrinogen oxidase (aerobic),1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,40.701319999999996,36.38235,44.92772,37.32732,39.59608,34.761900000000004,51.582660000000004,42.44921,47.37261,185.75341999999998,152.70169,137.22013,126.05823,151.93371,136.69562000000002
PPPGO4,"Protoporphyrinogen oxidase (anaerobic, FAD)",3.0 fad_c + pppg9_c --> 3.0 fadh2_c + ppp9_c,9.4222,9.58577,9.229339999999999,8.40131,8.66853,7.090739999999999,6.74913,8.87827,6.3390699999999995,1.58238,1.97743,2.6978,3.60166,2.04487,2.4616
PPS,Phosphoenolpyruvate synthase,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,7.24291,4.35717,5.39829,8.614,7.786980000000001,7.090739999999999,8.43642,6.6587,6.61172,4.395490000000001,6.37172,3.6788199999999995,24.06566,22.49355,17.46196
PPTGS_BS,Peptidoglycan subunit synthesis,uaagmda_c --> h_c + peptido_BS_c + udcpdp_c,,,,,,,,,,,,,,,
PRAGSr,Phosphoribosylglycinamide synthase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,19.22897,13.0715,21.07075,21.162779999999998,23.0671,22.65577,26.51445,23.49041,23.03877,146.1061,117.98676999999999,91.23483,331.68048,400.18071000000003,378.39378999999997
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,22.305600000000002,21.132260000000002,17.239710000000002,21.16279,21.45094,17.640369999999997,25.55029,21.54829,21.74369,82.81103,67.45239000000001,64.74728999999999,325.132,364.80448,337.23895000000005
PRAIS,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,98.38823000000001,92.37196,92.46751,104.00604,103.9489,94.94668,101.96011,99.69552,104.15158000000001,187.95116000000002,143.25395,117.84498,429.08910999999995,556.20415,512.5509
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c --> prfp_c,8.07617,7.625039999999999,6.96554,6.27439,8.448139999999999,6.05307,10.18396,7.76848,8.31577,24.43893,22.52075,18.39412,72.3607,89.2585,92.30993000000001
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,8.84533,7.8429,10.62245,8.294960000000001,9.62354,5.70718,10.06344,9.06323,11.79203,36.570479999999996,45.48093,64.50204000000001,193.18014,162.77151,146.38817
PRATPP,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,1.6024100000000001,0.8714299999999999,1.21897,0.74442,0.80808,1.21061,0.3013,1.0173,1.02243,5.3625,7.25058,9.19706,51.73299,48.66786,42.30872
PRDX,PRDX,h2o2_c + meoh_c --> fald_c + 2.0 h2o_c,2171.20715,2150.2624100000003,1732.15512,2235.5982,2177.56407,2087.2705100000003,2881.39767,3058.19252,2481.71134,4180.37496,6051.82039,7596.7707900000005,1550.8436199999999,851.6876,767.63401
PREPHACPH,PREPHACPH,h2o_c + prephthACP_c --> ACP_c + h_c + prephth_c,29.869,24.83586,24.553520000000002,21.37548,28.87061,22.13693,39.952459999999995,29.96415,31.21821,60.48195,47.23865,32.12839,73.99781999999999,89.15625,76.23262
PREPPACPH,PREPPACPH,h2o_c + prepphthACP_c --> ACP_c + h_c + prepphth_c,29.869,24.83586,24.553520000000002,21.37548,28.87061,22.13693,39.952459999999995,29.96415,31.21821,60.48195,47.23865,32.12839,73.99781999999999,89.15625,76.23262
PREPTHS,PREPTHS,arachACP_c + 14.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prephthACP_c,1.3460299999999998,0.8714299999999999,0.69655,1.5951799999999998,0.6611600000000001,1.03767,1.0846799999999999,1.38723,0.68162,0.43955,0.54929,0.61314,0.9822700000000001,0.40897,0.9231
PREPTHS2,PREPTHS2,14.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c + phdcaACP_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prepphthACP_c,1.3460299999999998,0.8714299999999999,0.69655,1.5951799999999998,0.6611600000000001,1.03767,1.0846799999999999,1.38723,0.68162,0.43955,0.54929,0.61314,0.9822700000000001,0.40897,0.9231
PREPTTA,PREPTTA,ACP_c + prephthcoa_c <=> coa_c + prephthACP_c,,,,,,,,,,,,,,,
PRFGS,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,43.84205,38.12522,44.23117,35.51945,40.9184,29.573559999999997,40.67558,34.77321,32.8541,161.66613,124.35848999999999,99.08298,435.63759000000005,420.73163,364.08576
PRFGS_1,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,7.94797,6.753610000000001,10.10003,7.76323,7.05236,8.82018,7.05043,6.38125,8.99739,108.92025,84.59014,67.32247,236.56382000000002,247.83802999999997,221.54384
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c <=> prlp_c,7.75568,8.06076,6.617260000000001,9.89015,8.22776,8.30135,8.67746,9.98805,7.42966,38.68031,38.45006,40.344429999999996,260.46577,266.95754,244.31362000000001
PROabc,L-proline transport via ABC system,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,172.80434999999997,148.14370999999997,204.09025999999997,169.30227000000002,141.56151000000003,161.01157999999998,151.01185,145.28911000000002,146.27572,276.91588,269.0406,310.73797,57.954049999999995,45.1916,60.38608000000001
PROabcpp,L-proline transport via ABC system (periplasm),atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,652.2466699999999,681.0253600000001,721.80385,746.1210599999999,744.5385600000002,866.97216,673.2862700000001,713.4981,669.9646,1284.7139,1761.2326500000001,1803.11409,463.14121,302.64049,302.39194999999995
PROD2,Proline dehydrogenase,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,10.960510000000001,8.71433,5.22415,7.9759199999999995,9.697,7.78251,9.942919999999999,10.08053,8.45209,5.889950000000001,5.38301,8.33867,4.91136,4.39647,4.23087
PROGLYabcpp,L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c,3.0766400000000003,4.3571599999999995,0.6965600000000001,3.40308,4.70156,4.15068,0.96416,3.32936,1.36324,2.46148,6.591450000000001,5.272969999999999,9.986439999999998,8.69069,16.46193
PROGLYtex,L-Prolinylglycine transport via diffusion (extracellular to periplasm),progly_e <=> progly_p,,,,,,,,,,,,,,,
PROt2r,L proline reversible transport via proton symport,h_e + pro__L_e <=> h_c + pro__L_c,106.07981999999998,97.81842,114.23483,132.08129,96.74960999999999,116.91067,102.7435,102.19252999999999,85.47519,73.4926,127.21477999999999,181.12076,806.28152,355.09136,322.85398
PROt2rpp,L-proline reversible transport via proton symport (periplasm),h_p + pro__L_p <=> h_c + pro__L_c,23.972120000000004,28.103730000000002,22.637999999999998,25.6293,25.711750000000002,32.85951,21.09104,31.258889999999997,29.10519,71.99813,129.96121,194.97764999999998,802.02501,350.59266,318.39234
PROt4,Na+/Proline-L symporter,na1_e + pro__L_e --> na1_c + pro__L_c,86.46627,80.17189,96.82098,113.15177,80.14716999999999,94.08196,85.99118,81.47658,64.34496,6.59324,6.48158,7.35765,6.05734,5.11217,5.5386
PRPPS,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <=> amp_c + h_c + prpp_c,89.22242,87.36121999999999,100.47788,115.91676000000001,110.26664,120.71545,98.64581,103.20984,102.78834,89.49218,148.30739,200.61852,660.2504299999999,335.56287000000003,300.85345
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,82.81277,69.27897,71.5709,86.99074,84.84875,86.81828,92.49928,80.55176,88.20167,273.4874,240.58754,225.87977,333.97245,318.59047000000004,299.1611
PSD120,Phosphatidylserine decarboxylase (n-C12:0),h_c + ps120_c --> co2_c + pe120_c,,,,,,,,,,,,,,,
PSD140,Phosphatidylserine decarboxylase (n-C14:0),h_c + ps140_c --> co2_c + pe140_c,,,,,,,,,,,,,,,
PSD141,Phosphatidylserine decarboxylase (n-C14:1),h_c + ps141_c --> co2_c + pe141_c,,,,,,,,,,,,,,,
PSD160,Phosphatidylserine decarboxylase (n-C16:0),h_c + ps160_c --> co2_c + pe160_c,7.94797,6.753610000000001,12.01555,5.95536,7.27275,5.70718,8.978760000000001,6.6587,9.95166,22.85655,36.14306,42.55173,70.55986999999999,58.27874,37.07782
PSD161,Phosphatidylserine decarboxylase (n-C16:1),h_c + ps161_c --> co2_c + pe161_c,,,,,,,,,,,,,,,
PSD180,Phosphatidylserine decarboxylase (n-C18:0),h_c + ps180_c --> co2_c + pe180_c,7.94797,6.753610000000001,12.01555,5.95536,7.27275,5.70718,8.978760000000001,6.6587,9.95166,22.85655,36.14306,42.55173,70.55986999999999,58.27874,37.07782
PSD181,Phosphatidylserine decarboxylase (n-C18:1),h_c + ps181_c --> co2_c + pe181_c,,,,,,,,,,,,,,,
PSERT,Phosphoserine transaminase,3php_c + glu__L_c --> akg_c + pser__L_c,27.68972,22.439420000000002,23.85697,30.20216,27.98907,29.22767,29.58772,29.96415,27.87827,31.120070000000002,34.71492,59.47432,502.10465,231.88805,196.1586
PSP_L,Phosphoserine phosphatase (L-serine),h2o_c + pser__L_c --> pi_c + ser__L_c,136.78207,139.86509,140.87801000000002,128.35919,144.42653,137.14521,146.19104,126.51529,162.90725,417.8353,302.54707,312.08687,385.37801,382.90157,378.23995
PSSA120,Phosphatidylserine syntase (n-C12:0),cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c,,,,,,,,,,,,,,,
PSSA140,Phosphatidylserine syntase (n-C14:0),cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c,,,,,,,,,,,,,,,
PSSA141,Phosphatidylserine syntase (n-C14:1),cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c,,,,,,,,,,,,,,,
PSSA160,Phosphatidylserine syntase (n-C16:0),cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,12.947510000000001,9.15005,11.144860000000001,11.272639999999999,11.75394,8.82018,13.43801,11.56024,12.678139999999999,50.63605,43.5035,35.929840000000006,121.14686999999999,126.88407,125.00303000000001
PSSA161,Phosphatidylserine syntase (n-C16:1),cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,,,,,,,,,,,,,,,
PSSA180,Phosphatidylserine syntase (n-C18:0),cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c,12.947510000000001,9.15005,11.144860000000001,11.272639999999999,11.75394,8.82018,13.43801,11.56024,12.678139999999999,50.63605,43.5035,35.929840000000006,121.14686999999999,126.88407,125.00303000000001
PSSA181,Phosphatidylserine syntase (n-C18:1),cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c,,,,,,,,,,,,,,,
PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,66.78862,69.49683,69.65538,75.29272,79.77985,74.88509,75.62644,75.00284,78.38634,83.95387,81.18457,92.33848,149.79647,119.01133,121.84911
PTOLDOX,PTOLDOX,h_c + nadh_c + o2_c + p_tol_c --> dh4mchc_c + nad_c,12.30654,11.5465,10.448310000000001,13.39955,21.08363,19.36981,13.799570000000001,27.837059999999997,13.223429999999999,42.63626,47.67808,93.19686999999999,2.12826,5.725630000000001,5.3078199999999995
PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,6.40966,5.01074,6.7914,8.50765,6.90544,7.95546,5.60419,8.230889999999999,4.43053,101.97537,93.59844,118.33549,354.27272999999997,332.29107999999997,339.5467
PTRCabc,Putrescine transport via ABC system,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,38.07336,41.610960000000006,31.17078,50.407830000000004,44.371120000000005,49.28926,38.44595,50.032709999999994,42.32862,60.306129999999996,82.83241,131.08874999999998,18.33574,12.26921,17.38503
PTRCabcpp,Putrescine transport via ABC system (periplasm),atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,50.57220000000001,54.46461000000001,44.231170000000006,68.27390000000001,62.51627,67.62141,50.55823,64.64487,59.64176,62.06433,88.32527999999999,143.10622999999998,28.322169999999996,15.23425,22.07744
PTRCt2pp,Putrescine transport in via proton symport,h_p + ptrc_p --> h_c + ptrc_c,1.8588,0.0,0.52242,0.53173,1.39578,1.03767,0.84364,1.7571599999999998,0.8861100000000001,1.58238,2.63658,4.65984,4.42022,4.90768,3.84625
PTRCTA,Putrescine Transaminase,akg_c + ptrc_c --> 4abutn_c + glu__L_c,258.11688,258.38006,321.11129,182.70182,91.16649,160.31981000000002,240.3776,235.08907000000002,164.6113,71.82231,71.2974,76.3969,45.67564,31.89994,31.077679999999997
PUNP1,Purine-nucleoside phosphorylase (Adenosine),adn_c + pi_c <=> ade_c + r1p_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <=> 2dr1p_c + ade_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP3,Purine-nucleoside phosphorylase (Guanosine),gsn_c + pi_c <=> gua_c + r1p_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),dgsn_c + pi_c <=> 2dr1p_c + gua_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP5,Purine-nucleoside phosphorylase (Inosine),ins_c + pi_c <=> hxan_c + r1p_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <=> r1p_c + xan_c,7.24291,8.49648,7.31381,12.44244,10.21123,6.917789999999999,11.20838,9.34068,10.49695,14.065570000000001,20.43346,25.13863,41.746559999999995,24.64066,25.00061
PUTA3,PUTA3,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXMO,PXMO,h_c + nadh_c + o2_c + p_xyl_c --> 4mbzalc_c + h2o_c + nad_c,2.6920599999999997,0.8714299999999999,1.9155200000000001,1.80788,1.3223200000000002,0.86472,2.28988,2.49701,1.7722099999999998,508.47031,814.48222,1604.94812,157.81835,97.33573,126.46461000000001
P_Xylt1,P Xylt1,p_xyl_e <=> p_xyl_p,,,,,,,,,,,,,,,
P_XYLtpp,P XYLtpp,p_xyl_p <=> p_xyl_c,,,,,,,,,,,,,,,
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c,14.101239999999999,13.725079999999998,10.274170000000002,13.2932,14.10473,14.527359999999998,15.18555,17.01668,13.49608,48.87785,33.286770000000004,29.9211,203.65770999999998,231.78581000000003,252.92920999999998
PYDAMtex,Pyridoxamine transport via diffusion (extracellular),pydam_e <=> pydam_p,,,,,,,,,,,,,,,
PYDAMtpp,Pyridoxamine import,pydam_p --> pydam_c,,,,,,,,,,,,,,,
PYDXK,Pyridoxal kinase,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,,,,,,,,,,,,,,,
PYDXNO,Pyridoxine oxidase,o2_c + pydxn_c --> h2o2_c + pydx_c,14.101239999999999,13.725079999999998,10.274170000000002,13.2932,14.10473,14.527359999999998,15.18555,17.01668,13.49608,48.87785,33.286770000000004,29.9211,203.65770999999998,231.78581000000003,252.92920999999998
PYDXO,Pyridoxal oxidase,2.0 h2o_c + nh4_c + 0.5 o2_c + pydx_c <-- 2.0 h2o2_c + pydam_c,14.101239999999999,13.725079999999998,10.274170000000002,13.2932,14.10473,14.527359999999998,15.18555,17.01668,13.49608,48.87785,33.286770000000004,29.9211,203.65770999999998,231.78581000000003,252.92920999999998
PYDXPP,Pyridoxal 5-phosphate phosphatase,h2o_c + pydx5p_c --> pi_c + pydx_c,12.114249999999998,12.63579,12.01556,12.867830000000001,14.10472,14.527359999999998,13.79957,12.94748,13.15528,45.888909999999996,34.16562999999999,31.147369999999995,78.58176,114.00140000000002,107.69492
PYK,Pyruvate kinase,adp_c + h_c + pep_c --> atp_c + pyr_c,701.98562,604.12134,582.4931,902.98089,752.47246,814.2240099999999,715.89017,766.30529,645.15361,962.2607300000001,882.4839,716.63484,1299.05459,1190.9312400000001,1412.03425
PYRDC,Pyruvate decarboxylase,h_c + pyr_c --> acald_c + co2_c,30.63816,27.014440000000004,22.98627,35.73214,37.46568,30.957109999999997,38.92803,30.519040000000004,30.809240000000003,48.70203,54.0498,48.19259,110.83301000000002,99.48284,87.23289
PYROX,Pyrimidine oxygenase,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c,1.02554,0.65358,0.34828000000000003,1.38249,1.3223200000000002,1.3835600000000001,1.38598,0.9248200000000001,1.02243,0.0,0.8788600000000001,1.4715200000000002,1.14598,0.61346,0.6154
PYRt2rpp,Pyruvate reversible transport via proton symport (periplasm),h_p + pyr_p <=> h_c + pyr_c,216.7105,129.62575,118.93656000000001,88.69227,35.70259,71.42619,78.03685,78.79460999999999,71.50197,528.2500200000001,1157.3469300000002,1903.05546,176.31781,116.86421999999999,118.00286000000001
PYRt4pp,Pyruvate transport via sodium symport,na1_p + pyr_p --> na1_c + pyr_c,216.7105,129.62575,118.93656000000001,88.69227,35.70259,71.42619,78.03685,78.79460999999999,71.50197,528.2500200000001,1157.3469300000002,1903.05546,176.31781,116.86421999999999,118.00286000000001
QRr,QRr,h_c + nadph_c + q_c --> nadp_c + qh2_c,76.6595,78.86474,70.17779,75.50541,78.23715,66.0649,109.01055,97.38346999999999,87.52005,531.94223,448.76718,344.8284,227.06852,226.46915,238.6981
QUINDH,Quinate dehydrogenase,nad_c + quin_c <=> 3dhq_c + 2.0 h_c + nadh_c,6.34556,4.35717,4.70174,5.74266,5.95043,5.18834,4.33873,5.6414,4.56686,13.71393,10.76602,11.52698,17.02605,12.78043,13.461870000000001
QULNS,Quinolinate synthase,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,640.00423,785.1616700000001,517.53946,1077.70679,913.3545,1118.08798,635.925,651.0728,911.7353099999999,691.3227099999999,484.36095,534.04256,1321.81056,1364.54055,1223.64507
