,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
FE3abcpp,Iron (III) transport via ABC system (periplasm to cytoplasm),atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,0.0,0.0,6.53478966203315,6.935980320676871,5.689934960872771,4.95862334664644,5.02181246876269,6.97997369465372,0.0,0.0,0.0,0.0,0.0,0.0
FEDCabc,Iron  III  dicitrate transport via ABC system,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,0.0,0.0,97.78845958542479,111.50922207857471,111.04550488154953,147.2407544769504,176.8395390785717,120.5171264536581,0.0,0.0,0.0,0.0,0.0,0.0
DHPDO,3 4 dihydroxyphenylacetate 2 3 dioxygenase,34dhpha_c + o2_c --> 5cmhmsa_c + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FE3DCITabcpp,Iron transport from ferric-dicitrate via ABC system (periplasm),atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,0.0,0.0,28.146272615757084,24.74277595164541,32.12060058557203,153.31253816672108,301.35999111013655,116.35165828104233,0.0,0.0,0.0,0.0,0.0,0.0
FEDHBZS3R2,Fe3dhbzs3 Fe III reduction and offloading,2.0 fe3dhbzs3_c + fmnh2_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + fmn_c + 4.0 h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
FEDHBZS3R3,Fe3dhbzs3 Fe III reduction and offloading,2.0 fe3dhbzs3_c + rbflvrd_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 4.0 h_c + ribflv_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
FEENTER2tpp,Enterochelin transport2 via ABC system periplasm ,atp_c + enter_c + h2o_c --> adp_c + enter_p + h_c + pi_c,0.0,0.0,139.424405146379,137.185687688772,123.985518260308,108.786124441733,123.29062040656099,142.188818973349,0.0,0.0,0.0,0.0,0.0,0.0
FEENTERES,Enterochelin Esterase (Fe containing),feenter_c + h2o_c + h_c --> fe3dhbzs3_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,-1.5547595245169413e-16,0.0,0.0,0.0,0.0,0.0
FEENTERR1,Fe-enterobactin reduction (Fe(III)-unloading),fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,7.773797622584707e-17,0.0,0.0,0.0,0.0,0.0
GALCTNt2r,"D-galactonate transport via proton symport, reversible",galctn__D_e + h_e --> galctn__D_c + h_c,0.0,0.0,10.8290800113692,10.6707389548875,7.250078417886269,11.941174589883301,13.271932953158501,11.2017319777104,0.0,0.0,0.0,0.0,0.0,0.0
FEENTERR2,Fe-enterobactin reduction (Fe(III)-unloading),2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
FDMOtau,FMNH2 dependent monooxygenase,fmnh2_c + o2_c + taur_c --> aacald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
GALCTNtex,D-galactonate transport via diffusion (extracellular to periplasm),galctn__D_e <=> galctn__D_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
GALCTtex,D-galactarte transport via diffusion (extracellular to periplasm),galct__D_e <=> galct__D_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FE2t2pp,Iron (II) transport in via proton symport (periplasm),fe2_p + h_p --> fe2_c + h_c,0.0,0.0,7.32829983528004,8.13643845310171,8.53490244130915,4.9586233466464416,6.14915812501553,7.93690557214657,0.0,0.0,0.0,0.0,0.0,0.0
GALCTt2rpp,"D-galactarte transport via proton symport, reversible (periplasm)",galct__D_p + h_p --> galct__D_c + h_c,0.0,0.0,29.499907617178298,31.345295679982,27.1648507809409,26.0074734711864,29.823416906325303,24.317327710406538,0.0,0.0,0.0,0.0,0.0,0.0
FE3DCITabc,Iron transport from ferric-dicitrate via ABC system,atp_c + fe3dcit_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,0.0,0.0,157.02166016485398,156.39301780757,126.096300584503,135.60316907155598,179.65790321920397,147.02976847125402,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc1,Dipeptide transport via ABC system  ala asp ,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,0.0,0.0,137.7440306618565,131.65024185592418,109.11826884641526,106.35741096582505,129.13232062532586,157.7248894549979,0.0,0.0,0.0,0.0,0.0,0.0
FE3DCITR5,Ferric-dicitrate reductase via nadph,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,0.0,0.0,50.41123453568439,35.280130669596794,37.8105355464448,38.5558264300468,37.9710514219709,14.973169377241001,0.0,0.0,0.0,0.23864835950459948,0.0,0.0
FE3DCITCH,Ferric dicitrate chelation,2.0 cit_c + fe3_c <=> fe3dcit_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.47729671900919896,0.0,0.0
FE2Gabcpp,Iron (II) transport via ABC system (GTP) (periplasm),fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c,0.0,0.0,449.03340391970704,347.732705692396,546.784395110967,409.238220690575,433.105703938594,353.276733126183,0.0,0.0,0.0,0.0,0.0,0.0
FE2t,Iron  II  transport,fe2_e --> fe2_c,0.029586239178393297,0.0,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,0.0,0.0,0.0,0.0,0.0,0.0
FE2abcpp,Iron (II) transport via ABC system (periplasm),atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c,0.0,0.0,654.5525387906495,560.0137187761886,777.9609461825556,669.5153481920987,819.0678622520691,552.9377548595439,0.0,0.0,0.0,0.0,0.0,0.0
FE3DCIT2abcpp,Iron transport from ferric dicitrate via ABC system  periplasm ,atp_c + fe3dcit_p + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,0.0,0.0,24.645492439667894,20.8746330804987,26.981304491880497,142.18093473547398,292.033767953863,110.666357126526,0.0,0.0,0.0,0.0,0.0,0.0
FE2abc,Iron (II) transport via ABC system,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c,0.0,0.0,481.3806127467711,375.34324273816725,588.8164953058013,531.1798764601457,650.8371445485191,445.5362241385817,0.0,0.0,0.0,0.0,0.0,0.0
FE2tex,Iron (II) transport via diffusion (extracellular to periplasm),fe2_e <=> fe2_p,0.0,0.0,449.03340391970704,347.732705692396,546.784395110967,409.238220690575,433.105703938594,353.276733126183,0.0,0.0,0.0,0.0,0.0,0.0
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),fe2_c + h_p --> fe2_p + h_c,0.0,0.0,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,0.0,0.0,0.0,0.0,0.0,0.0
EX_chol_e,R_EX_chol_e,chol_e --> ,0.0,-5.186961971048731e-13,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
MEOHtex,Methanol transport via diffusion (extracellular to periplasm),meoh_e <=> meoh_p,0.0,-1.0373923942097463e-12,inf,inf,inf,inf,inf,inf,-2.14714517466804,-4.10502704813169e-07,-1.4683703124832874,-1.7203387121018303,-1.639775500004141,-1.8575736445449385
MEOHtrpp,Methanol reversible transport via diffusion (periplasm),meoh_p <=> meoh_c,0.0,-1.0373923942097463e-12,inf,inf,inf,inf,inf,inf,-2.14714517466804,-4.10502704813169e-07,-1.4683703124832874,-1.7203387121018303,-1.639775500004141,-1.8575736445449385
ALCD1,Alcohol dehydrogenase (methanol),meoh_c + nad_c <=> fald_c + h_c + nadh_c,0.0,-1.0373923942097463e-12,49.61772436243746,49.75232037716293,48.456220311948734,52.318536126861446,51.49919929700508,33.211165160045944,-2.14714517466804,-4.105027073819656e-07,-1.4683703124832874,-1.7203387121018303,-1.6397755000041414,-1.8575736445449387
EX_cobalt2_e,R_EX_cobalt2_e,cobalt2_e <=> ,-0.000440230894355599,-0.000440230894355599,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00043516712802610006,-0.0005490171242890488,-0.0004630520746155338,-0.0005286463960834231,-0.0005687740049532162,-0.0006946074224155951
COBALTt5,Cobalt (Co+2) transport via diffusion (extracellular to cytoplasm),cobalt2_c <=> cobalt2_e,-0.000440230894355599,-0.000440230894355599,111.0914242545637,106.70738954887491,123.2513331040666,122.7512269282067,99.3089037190008,92.93497233768781,-0.00043516712802610006,-0.0005490171242890488,-0.0004630520746155338,-0.0005286463960834231,-0.0005687740049532162,-0.0006946074224155951
r2465_1,Cation Diffusion Facilitator (Cdf) Tcdb:2.A.4.2.3,zn2_c <-- zn2_e,-0.0015022311962031266,-0.0015022311962031266,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,-0.0014849517461509188,-0.0018734501870069605,-0.0015801055329664093,-0.001803937702099104,-0.0019408679962836556,-0.0023702583177274434
EX_zn2_e,R_EX_zn2_e,zn2_e <=> ,-0.0015022311962031266,-0.0015022311962031266,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0014849517461509188,-0.0018734501870069605,-0.0015801055329664093,-0.001803937702099104,-0.0019408679962836556,-0.0023702583177274434
EX_mn2_e,R_EX_mn2_e,mn2_e <=> ,-0.0030453085578619273,-0.0030453085578619273,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.003010279823768177,-0.003797840107195379,-0.0032031746604847754,-0.0036569250698141953,-0.003934508838387712,-0.004804964746813035
EX_cu2_e,R_EX_cu2_e,cu2_e <=> ,-0.0031224624259448674,-0.0031224624259448674,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0030865462276490397,-0.0038940596032048,-0.0032843281168606934,-0.00374957443819995,-0.004034190880492915,-0.0049267000682673145
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),fad_c + stcoa_c <=> fadh2_c + od2coa_c,-0.012261797471513371,-0.012261797471513371,159.63557602966702,135.78515320094328,153.9953365216855,174.56378108092005,165.71981146916855,181.8170567236408,-83.46837796964239,-135.78515320094328,-84.39154596427348,-113.45980181235903,-105.44112798302508,-158.90093333983813
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,-0.012261797471513371,-0.012261797471513371,15.356755705777921,19.274022237265548,13.67419853500067,15.989030383064032,22.13696925005594,15.5360704816486,-0.012120755854553997,-0.015291831792682615,-0.012897438209126477,-6.1877045283549155,-0.015842122270875336,-0.01934697370193028
EX_ca2_e,R_EX_ca2_e,ca2_e <=> ,-0.022932852671946825,-0.022932852671946825,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.022669066988823542,-0.028599830196211998,-0.024121671474559715,-0.027538662261953988,-0.029629021103387644,-0.0361840340769691
EX_cl_e,R_EX_cl_e,cl_e <=> ,-0.022932852671946825,-0.022932852671946825,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.022669066988823542,-0.028599830196211998,-0.024121671474559715,-0.02753866226195399,-0.029629021103387644,-0.0361840340769691
EX_mg2_e,R_EX_mg2_e,mg2_e <=> ,-0.03822293394085417,-0.03822293394085417,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.03778327373438985,-0.047668270317137836,-0.04020437703517552,-0.04589958709087206,-0.04938365638882461,-0.06030911042870251
MGt5,Magnesium transport in/out via permease (no H+),mg2_c <=> mg2_e,-0.03822293394085417,-0.03822293394085417,119.58665081520681,116.97797579295413,135.916027049235,130.54334933007968,108.07145404714792,101.43477901424193,-0.025188849156259897,-0.03177884687809188,-0.026802918023450348,-0.030599724727248038,-0.03292243759254974,-0.040206073619135
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c,0.0,-0.05313445570989127,159.63557602966702,135.78515320094328,153.9953365216855,174.56378108092005,165.71981146916855,181.8170567236408,-78.51640291913229,-135.78515320094328,-81.60045342387428,-108.04038096826696,-99.5495608135241,-156.85201026988972
EX_fe3_e,R_EX_fe3_e,fe3_e <=> ,-0.03440154823933444,-0.06398778741772773,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.06325176637154624,-0.07979992201393092,-0.06730485773200423,-0.518607437383553,-0.08267159480242675,-0.10096154689316986
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),fad_c + occoa_c <=> fadh2_c + oc2coa_c,0.0,-0.06539625318140464,162.5295543085674,139.3865275982178,158.49222060366557,177.19488734648755,170.8441099066815,183.89979080994874,-1.75656364001318,-12.686366826688436,-1.503962633071211,6.802824481717996,0.22278938816609184,1.3166110719876087
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),fad_c + tdcoa_c <=> fadh2_c + td2coa_c,0.0,-0.06539625318140464,188.9954524398017,178.86826173130152,176.75507636517656,202.49398605386733,208.55894640677678,218.23675817880974,-6.42423648850874,-23.54447621918758,-6.176327381263462,-2.9494198938102727,-5.798761236508824,-6.409505725815848
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),ddcacoa_c + fad_c <=> dd2coa_c + fadh2_c,-0.06539625318140464,-0.06539625318140464,188.9954524398017,178.86826173130152,176.75507636517656,202.49398605386733,208.55894640677678,218.23675817880974,-0.0646440312242246,-0.0815564362275954,-0.06878633711531279,-6.251510451289976,-0.08449131877798474,-0.10318385974358361
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),dcacoa_c + fad_c <=> dc2coa_c + fadh2_c,-0.06539625318140464,-0.06539625318140464,188.9954524398017,178.86826173130152,176.75507636517656,202.49398605386733,208.55894640677678,218.23675817880974,-0.0646440312242246,-0.0815564362275954,-0.06878633711531279,-6.251510451289976,-0.08449131877798474,-0.10318385974358361
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),fad_c + hxcoa_c <=> fadh2_c + hx2coa_c,-0.06539625318140464,-0.06539625318140464,173.07857190584951,150.7908798562538,166.4764841777935,189.33845472602985,184.52598673484107,193.75056013708104,-1.75656364001318,-12.686366826688442,-1.5039626330669194,6.802824481718005,0.22278938816612026,1.3166110719876087
PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,0.0,-0.2491460960210783,83.878693019097,92.70204467058504,86.81739472557476,70.23029801168627,101.35862309400608,106.16314829126512,-58.31255414119376,-49.5961885735263,-65.8798599484121,-7.18053917974006,-48.54154261352315,-58.82224363957805
PHETA1,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + phpyr_c,-0.29915914552791983,-0.29915914552791983,304.801260664832,371.2750235116162,286.79107665689344,300.95807822299025,334.5142020008448,474.6382112364531,-0.2957180603435113,-0.3730848876994966,-0.3146672910806956,-6.132566553707046,-0.3865106867825913,-0.47202085458216425
EX_so4_e,R_EX_so4_e,so4_e <=> ,-0.41965998050763637,-0.4196599805076375,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.4148328316038278,-0.5233628957696603,-0.4414147828689671,-0.5039440419112714,-0.5421965856834546,-0.6621501150617434
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,-0.46913423171603913,-0.46913423171603913,150.58022464085,108.90822945832,187.85962685333095,253.90175462726398,204.305778703641,100.871877909834,-0.6697908535887476,-0.8450239566127032,-0.7127101849801882,-0.8136701926118244,-0.8754329124185515,-1.0691103909413802
GLUR,Glutamate racemase,glu__D_c <=> glu__L_c,-0.6704847650223545,-0.6704847650223545,104.27657217844299,92.3018919597768,147.29589697097998,132.6684736215,99.15517476587549,70.2500578300632,-0.6627724980708676,-0.8361694335674013,-0.7052421023203487,-0.8051442077384057,-0.8662597513064122,-1.0579077942333432
LLEUDr,L leucine dehydrogenase,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c,-0.727500687152957,-0.727500687152957,153.707588264823,112.30952750019038,190.79636747829755,259.163967158399,209.27634818802858,103.85525376319406,-16.98243320894082,-26.066151572588268,-17.994799180017083,-20.719161333442727,-19.17086067291848,-31.47474933947521
ORNTA,Ornithine transaminase,akg_c + orn_c <=> glu5sa_c + glu__L_c,-0.8345835776951894,-0.8345835776951894,15.4967869128215,16.3395690246715,16.6109391599673,17.5069763055068,17.2688857344186,16.2115518069377,-0.8249837602492305,-1.040818992214946,-0.8778476523268498,-1.0022004503450184,-1.0782738104937355,-1.3168270449119792
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-0.8378568643965774,-0.8378568643965774,133.07632376040388,134.05115812077383,103.70365331913285,73.87336822554899,165.71981146916895,69.18054573168884,-0.8282193958924666,-1.0449011465453464,-1.7990220686182852,-1.916898693910415,-2.1073625523638815,-2.3352137072644505
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-0.8378568643965774,-0.8378568643965774,133.07632376040388,134.05115812077383,103.70365331913285,73.87336822554899,165.71981146916895,69.18054573168884,-0.8282193958924666,-1.0449011465453464,-1.7990220686182852,-1.916898693910415,-2.1073625523638815,-2.3352137072644505
EX_k_e,R_EX_k_e,k_e <=> ,-0.8600523213718462,-0.8600523213718462,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.850159549096186,-1.072581361898429,-0.9046366731532736,-1.03278430924739,-1.1111791779448386,-1.3570122718559028
SDPTA,Succinyldiaminopimelate transaminase,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,-1.224607371453794,-1.2246073714537942,258.68431647848377,273.50437783745997,255.6799806611537,255.6220933393647,320.26865234455863,219.9817516024741,-1.2105212960467042,-1.5272222510482298,-1.2880899346494106,-1.4705562054745611,-1.5821807330822704,-1.932216436108555
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-1.3363742521137127,-1.3363742521137123,428.448816484303,445.83681195889295,411.602553217973,318.262661738838,407.279239813529,396.33866761336196,-1.3210025755043997,-1.6666080419988702,-1.4056507115654386,-1.604770226843597,-1.72658244852099,-2.108565042901035
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-1.4575364142689626,-1.4575364142689622,175.7858419086917,165.3297616822884,172.4417385722569,182.558296272453,223.93184171931532,154.4600630494344,-0.7203855335043193,-0.9088553994828716,-0.7665469065305563,-0.8751332339947602,-0.9415613878285283,-1.1498688810495525
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-1.4575364142689626,-1.4575364142689622,164.863407759294,129.916246775755,214.10674618897,217.67344527829601,174.841062687942,155.64215536869,-1.4407710670086398,-1.8177107989657433,-1.5330938130611127,-1.7502664679895203,-1.883122775657065,-2.299737762099105
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,-1.5482224625892382,-1.5482224625892393,4237.11093979329,3477.6605175163,3336.229123106569,3256.49998561393,3082.93166896091,4089.1950729687,-1.5304139969019195,-1.930806436050738,-2.546212391317283,-2.769933358676175,-3.025147949630235,-3.456046487198007
PGMT,Phosphoglucomutase,g1p_c <=> g6p_c,-2.0905009218121346,-2.0905009218121346,303.21424031833897,275.3717571545648,319.73763554323745,370.8847870501874,278.7618350007043,327.10183177123207,-2.066454885254082,-2.6070882782929496,-2.1988706409343424,-2.5103548898873496,-2.700906721682178,-3.298445146569902
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-2.124832674257243,-2.124832674257271,836.126337257142,781.164783616232,820.727231533631,781.843346452865,865.545249080311,868.7252744321838,-2.1003917359010664,-2.6499038081020134,-2.234982121139085,-2.5515817925734683,-2.745263009680013,-3.352614652573715
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,-2.5609816235675065,-2.5609816235675065,674.156907776749,580.0880464350711,602.674240129862,582.790037823201,727.5991351424631,495.40926198909204,-2.5315238715511037,-3.1938302930471187,-2.693740646214849,-3.075326432318158,-3.3087631816032603,-4.04078147900959
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,-2.6278952228329824,-2.627895222832982,275.301353047654,211.81416825451697,307.25648788712897,238.51990261317695,284.039862391342,141.17559698541598,-2.5976677955500524,-3.277279029416086,-2.764122987293444,-3.155678887255341,-3.395214896664669,-4.146359445722663
VPAMTr,Valine-pyruvate aminotransferase,3mob_c + ala__L_c <=> pyr_c + val__L_c,-4.5217340653903095,-4.5217340653903095,121.68711892086029,114.3102910542322,122.6089210923551,99.77964530190579,117.03897631279571,105.318796634654,-54.57508969455469,-104.03328988660931,-54.97910460172672,-80.45025380496254,-67.46625360986093,-105.318796634654
TKT2,Transketolase,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-4.672201652325462,-4.672201652325479,276.9350504631626,328.9255282844065,220.0720005834342,110.91124873315297,243.0454748912386,307.7380337796119,5.523123875675253,2.331678891792098,8.801336651739522,29.481891297103896,2.5758123291369635,3.9763742230207577
VALDHr,Valine dehydrogenase,h2o_c + nad_c + val__L_c <=> 3mob_c + h_c + nadh_c + nh4_c,-5.2050390679188645,-5.2050390679188645,153.707588264823,112.30952750019038,190.79636747829755,259.163967158399,209.27634818802858,103.85525376319406,-44.24813439486255,-78.05523803701104,-45.46110810598475,-60.91775228660424,-52.875437281954305,-84.09928112315764
ASPTA,Aspartate transaminase,akg_c + asp__L_c <=> glu__L_c + oaa_c,-8.312218584138492,-8.312218584138552,266.5260640729235,331.25975243078824,243.19883300504566,267.56326792924904,298.3366550320034,426.11613603652165,-10.083689852821124,-13.100642375974052,-11.863403558975161,-11.701974376621735,-12.122865599115446,-15.648283363195503
RPI,Ribose-5-phosphate isomerase,r5p_c <=> ru5p__D_c,-8.721525167988805,-8.721525167988876,141.9449668731635,115.24398071278442,119.48863417832808,138.53786452161154,155.11251370351718,142.35768930467128,-2.368540387757992,-2.466598954501843,-3.3674757709450205,-40.21508639296223,-2.980458269223874,-2.5296890973703614
PYDXS,Pyridoxal 5-phosphate synthase,g3p_c + gln__L_c + ru5p__D_c <=> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,-9.0895937284509,-9.089593728450955,68.9887080034643,55.621226802350996,88.8364039052393,83.2846329446943,66.46215073454289,112.636510991952,-27.60001826106347,-25.41494302739535,-28.76479311899535,-23.916494856811944,-24.593600342521924,-28.667139432208455
EX_pi_e,R_EX_pi_e,pi_e <=> ,-9.765508683938414,-9.765508683938467,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-9.653180688113098,-12.178680692155528,-10.271744019060861,-11.726802993457149,-12.616941599931298,-15.408266213256864
ADK1,Adenylate kinase,amp_c + atp_c <=> 2.0 adp_c,-13.642436745307991,-13.642436745307966,296.586096518276,308.517740033185,197.67935331806402,244.591686302948,455.755103032401,349.786746278857,-7.963717986334416,-2.617002694213113,-8.474152827871478,0.6540521646453215,-4.240892061548891,0.11129667807676924
APAT_1,,atp_c + ppa_c <=> ppad_c + ppi_c,-23.700941207709477,-22.774210322956662,10.362309321224,8.73666751931413,10.73745791003409,6.8813548484073115,9.274980171898429,8.89383744963942,-6.6281438000622,-5.2686773589757,-7.34185156241647,-5.161016136305482,-6.7640739375170895,-5.3475604918718
PACPT_1,,coa_c + ppad_c <=> amp_c + ppcoa_c,-23.700941207709477,-22.774210322956662,10.362309321224,8.73666751931413,10.73745791003409,6.8813548484073115,9.274980171898429,8.89383744963942,-6.628143800062199,-5.2686773589757,-7.34185156241647,-5.161016136305482,-6.7640739375170895,-5.3475604918718
