name,genes,reaction_id,reaction
R_EX_lysglugly_e,,EX_lysglugly_e,lysglugly_e --> 
R_EX_galct__D_e,,EX_galct__D_e,galct__D_e --> 
R_EX_malthp_e,,EX_malthp_e,malthp_e --> 
Xylobiose ABC transport,,XYLBabc,atp_c + h2o_c + xylb_e --> adp_c + h_c + pi_c + xylb_c
R_EX_m_xyl_e,,EX_m_xyl_e,m_xyl_e --> 
R_EX_mal__D_e,,EX_mal__D_e,mal__D_e --> 
R_EX_mal__L_e,,EX_mal__L_e,mal__L_e --> 
R_EX_dopa_e,,EX_dopa_e,dopa_e --> 
R_EX_malt_e,,EX_malt_e,malt_e --> 
R_EX_drib_e,,EX_drib_e,drib_e --> 
R_EX_dxyl_e,,EX_dxyl_e,dxyl_e --> 
Xylotriose ABC transport,,XYL3abc,atp_c + h2o_c + xyl3_e --> adp_c + h_c + pi_c + xyl3_c
R_EX_galur_e,,EX_galur_e,galur_e --> 
R_EX_hisgly_e,,EX_hisgly_e,hisgly_e --> 
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",,UM4PCP,h2o_c + um4p_c --> ala__D_c + ugmd_c
R_EX_ptsla_e,,EX_ptsla_e,ptsla_e --> 
R_EX_feenter_e,,EX_feenter_e,feenter_e --> 
R_EX_4hoxpac_e,,EX_4hoxpac_e,4hoxpac_e --> 
R_EX_4hbz_e,,EX_4hbz_e,4hbz_e --> 
R_EX_glyc__R_e,,EX_glyc__R_e,glyc__R_e --> 
R_EX_glyc_e,,EX_glyc_e,glyc_e --> 
R_EX_prohisglu_e,,EX_prohisglu_e,prohisglu_e --> 
R_EX_progly_e,,EX_progly_e,progly_e --> 
R_EX_4hba_e,,EX_4hba_e,4hba_e --> 
R_EX_csn_e,,EX_csn_e,csn_e --> 
R_EX_glyclt_e,,EX_glyclt_e,glyclt_e --> 
R_EX_4abzglu_e,,EX_4abzglu_e,4abzglu_e --> 
R_EX_pro__L_e,,EX_pro__L_e,pro__L_e --> 
R_EX_ppat_e,,EX_ppat_e,ppat_e --> 
R_EX_ppa_e,,EX_ppa_e,ppa_e --> 
R_EX_4abut_e,,EX_4abut_e,4abut_e --> 
R_EX_3mb_e,,EX_3mb_e,3mb_e --> 
R_EX_3hpppn_e,,EX_3hpppn_e,3hpppn_e --> 
R_EX_3hcinnm_e,,EX_3hcinnm_e,3hcinnm_e --> 
R_EX_pnto__R_e,,EX_pnto__R_e,pnto__R_e --> 
R_EX_glygln_e,,EX_glygln_e,glygln_e --> 
R_EX_35dnta_e,,EX_35dnta_e,35dnta_e --> 
R_EX_fe3pyovd_kt_e,,EX_fe3pyovd_kt_e,fe3pyovd_kt_e --> 
R_EX_34dhpac_e,,EX_34dhpac_e,34dhpac_e --> 
R_EX_34dhbz_e,,EX_34dhbz_e,34dhbz_e --> 
Trehalose transport via diffusion (extracellular to periplasm),,TREtex,tre_e <=> tre_p
R_EX_met__D_e,,EX_met__D_e,met__D_e --> 
R_EX_his__L_e,,EX_his__L_e,his__L_e --> 
R_EX_crtn_e,,EX_crtn_e,crtn_e --> 
R_EX_acgam_e,,EX_acgam_e,acgam_e --> 
R_EX_g3pe_e,,EX_g3pe_e,g3pe_e --> 
R_EX_glyc3p_e,,EX_glyc3p_e,glyc3p_e --> 
R_EX_acald_e,,EX_acald_e,acald_e --> 
R_EX_acac_e,,EX_acac_e,acac_e --> 
R_EX_ptrc_e,,EX_ptrc_e,ptrc_e --> 
R_EX_ac_e,,EX_ac_e,ac_e --> 
R_EX_abt_e,,EX_abt_e,abt_e --> 
R_EX_abg4_e,,EX_abg4_e,abg4_e --> 
R_EX_R_3hppta_e,,EX_R_3hppta_e,R_3hppta_e --> 
R_EX_feoxam_e,,EX_feoxam_e,feoxam_e --> 
R_EX_R_3hpocta_e,,EX_R_3hpocta_e,R_3hpocta_e --> 
R_EX_R_3hphpa_e,,EX_R_3hphpa_e,R_3hphpa_e --> 
R_EX_R_3hdd5ea_e,,EX_R_3hdd5ea_e,R_3hdd5ea_e --> 
R_EX_Lcyst_e,,EX_Lcyst_e,Lcyst_e --> 
R_EX_LalaLglu_e,,EX_LalaLglu_e,LalaLglu_e --> 
R_EX_LalaDgluMdap_e,,EX_LalaDgluMdap_e,LalaDgluMdap_e --> 
R_EX_5mdru1p_e,,EX_5mdru1p_e,5mdru1p_e --> 
R_EX_5drib_e,,EX_5drib_e,5drib_e --> 
R_EX_4oxptn_e,,EX_4oxptn_e,4oxptn_e --> 
R_EX_4hptn_e,,EX_4hptn_e,4hptn_e --> 
R_EX_pta_e,,EX_pta_e,pta_e --> 
R_EX_4hpro_LT_e,,EX_4hpro_LT_e,4hpro_LT_e --> 
R_EX_pime_e,,EX_pime_e,pime_e --> 
R_EX_2pglyc_e,,EX_2pglyc_e,2pglyc_e --> 
R_EX_pi_e,,EX_pi_e,pi_e <=> 
R_EX_phept_e,,EX_phept_e,phept_e --> 
R_EX_gua_e,,EX_gua_e,gua_e --> 
R_EX_h2o_e,,EX_h2o_e,h2o_e <=> 
R_EX_1ag180_e,,EX_1ag180_e,1ag180_e --> 
Tetracycline transport via diffusion (extracellular to periplasm),,TTRCYCtex,ttrcyc_e <=> ttrcyc_p
R_EX_cu2_e,,EX_cu2_e,cu2_e <=> 
R_EX_1ag160_e,,EX_1ag160_e,1ag160_e --> 
R_EX_pdima_e,,EX_pdima_e,pdima_e --> 
R_EX_fe2_e,,EX_fe2_e,fe2_e <=> 
R_EX_h2s_e,,EX_h2s_e,h2s_e --> 
UDP-N-acetylglucosamine 2-epimerase,,UAG2E,uacgam_c <=> uacmam_c
R_EX_12dgr180_e,,EX_12dgr180_e,12dgr180_e --> 
R_EX_h_e,,EX_h_e,h_e <=> 
R_EX_hco3_e,,EX_hco3_e,hco3_e --> 
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,UAGPT2_1,uaGgla_c + uacgam_c <=> h_c + uaaGgla_c + udp_c
R_EX_12dgr160_e,,EX_12dgr160_e,12dgr160_e --> 
R_EX_hdca_e,,EX_hdca_e,hdca_e --> 
R_EX_hexs_e,,EX_hexs_e,hexs_e --> 
R_EX_hia_e,,EX_hia_e,hia_e --> 
Ureidoglycolate hydrolase,,UGLYCH,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c
R_EX_pacald_e,,EX_pacald_e,pacald_e --> 
UDP glucosyltransferase  diglucosyl ,,UGT_BS,0.01 12dgr_BS_c + 2.0 udpg_c --> 0.01 d12dg_BS_c + 2.0 h_c + 2.0 udp_c
R_sink_sheme_c,,sink_sheme_c,sheme_c --> 
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,,UM3PL,LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c
R_EX_1ag181d9_e,,EX_1ag181d9_e,1ag181d9_e --> 
R_EX_1ag182d9d12_e,,EX_1ag182d9d12_e,1ag182d9d12_e --> 
R_EX_gthrd_e,,EX_gthrd_e,gthrd_e --> 
R_EX_gsn_e,,EX_gsn_e,gsn_e --> 
R_EX_glyglu_e,,EX_glyglu_e,glyglu_e --> 
R_EX_pheocta_e,,EX_pheocta_e,pheocta_e --> 
R_EX_glyglygln_e,,EX_glyglygln_e,glyglygln_e --> 
R_EX_pheme_e,,EX_pheme_e,pheme_e --> 
R_EX_phehxa_e,,EX_phehxa_e,phehxa_e --> 
R_EX_phehpa_e,,EX_phehpa_e,phehpa_e --> 
R_EX_glymet_e,,EX_glymet_e,glymet_e --> 
R_EX_glyphe_e,,EX_glyphe_e,glyphe_e --> 
R_EX_2m35mdntha_e,,EX_2m35mdntha_e,2m35mdntha_e --> 
R_EX_glyser_e,,EX_glyser_e,glyser_e --> 
R_EX_phe__L_e,,EX_phe__L_e,phe__L_e --> 
Tetracycline transport,,TTRCYCt2pp,h_p + ttrcyc_p --> h_c + ttrcyc_c
R_EX_pentso3_e,,EX_pentso3_e,pentso3_e --> 
R_EX_peamn_e,,EX_peamn_e,peamn_e --> 
Thiosulfate transport via diffusion (extracellular to periplasm),,TSULtex,tsul_e <=> tsul_p
R_EX_pea_e,,EX_pea_e,pea_e --> 
R_EX_fe3dcit_e,,EX_fe3dcit_e,fe3dcit_e --> 
R_EX_fe3_e,,EX_fe3_e,fe3_e <=> 
R_EX_2dhglcn_e,,EX_2dhglcn_e,2dhglcn_e --> 
R_EX_2ameph_e,,EX_2ameph_e,2ameph_e --> 
R_EX_26dap__M_e,,EX_26dap__M_e,26dap__M_e --> 
R_EX_25dkglcn_e,,EX_25dkglcn_e,25dkglcn_e --> 
R_EX_glc__D_e,,EX_glc__D_e,glc__D_e <=> 
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)",,12DGR140tipp,12dgr140_p --> 12dgr140_c
D-tartrate transport (transport mechanism unknown - evidence from biolog data),,TARTR_D_Et,tartr__D_e <=> tartr__D_c
Cretinine transport via proton symport  reversible  periplasm ,,CRTNtpp,crtn_p + h_p --> crtn_c + h_c
Cis trans enoyl CoA isomerase  cis tetradec 2 enoyl CoA ,,CTI1,tde_2Z_coa_c <=> td2coa_c
Cyanide transport via diffusion (extracellular to periplasm),,CYANtex,cyan_e <=> cyan_p
O-Phospho-L-Serine-dependent S-Suflocysteine Synthase,,CYSK2_I,h_c + pser__L_c + tsul_c --> pi_c + scys__L_c
2-Deoxy-5-keto-D-gluconate 6-phosphate aldolase,,D5KGPA,d5kgp_c --> dhap_c + msa_c
Diacylglycerol kinase (n-C14:0),,DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c
CDP-diacylglycerol synthetase (n-C14:1),,DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
Decanoate transport via diffusion (extracellular to periplasm),,DCAtex,dca_e <=> dca_p
PE160 desaturase  pe C160  pe C161d9 ,,DESATPE160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pe160_c --> 4.0 h2o_c + 2.0 nadp_c + pe161_c
Deoxyguanosine kinase,,DGNSK,atp_c + dgsn_c --> adp_c + dgmp_c + h_c
Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate ,,DHAD3,23dhmp_c --> 2o3mpt_c + h2o_c
"2,3-dihydroxybenzoylserine hydrolase",,DHBSH,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
"1,4-dihydroxy-2-napthoyl-CoA thioesterase",,DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c
3 4 dihydroxyphenylacetate 2 3 dioxygenase,,DHPDO,34dhpha_c + o2_c --> 5cmhmsa_c + h_c
D Lysinepyruvate aminotransferase,,DLYSPYRAT,lys__D_c + pyr_c <=> 6a2ohxnt_c + ala__D_c
Dimethyl sulfone transport via diffusion  extracellular to periplasm ,,DMSO2tex,dmso2_e <=> dmso2_p
N N bis 3 5 dinitrotolyl  amine extrusion pump,,DNTAep,35dnta_c + h_p --> 35dnta_e + h_c
Dopamine transport via diffusion (extracellular to periplasm),,DOPAtex,dopa_e <=> dopa_p
D ornithine transport via diffusion  extracellular to periplasm ,,DORNtex,orn__D_e <=> orn__D_p
Deoxyribokinase,,DRBK,atp_c + drib_c --> 2dr5p_c + adp_c + h_c
5-Deoxy-D-ribose transport by diffusion,,DRIBtex_1,5drib_c --> 5drib_e
S-methyl-5-thio-D-ribose 1-phosphate transport via diffusion,,DRU1Ptex,5mdru1p_c --> 5mdru1p_e
D-serine transport via diffusion (extracellular to periplasm),,DSERtex,ser__D_e <=> ser__D_p
Dihydrouracil dehydrogenase (NAD),,DURADx,56dura_c + nad_c <=> h_c + nadh_c + ura_c
Deoxyuridine kinase (ATP:Deoxyuridine),,DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c
D valine transport via diffusion  extracellular to periplasm ,,DVALtex,val__D_e <=> val__D_p
1-deoxy-d-xyluose transport,,DXYLUDtex,dxyl_e <=> dxyl_p
1-deoxy-d-xyluose transport,,DXYLUDtpp,dxyl_p + h_p --> dxyl_c + h_c
Erythrose 4-phosphate dehydrogenase,,E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c
Enterochelin synthase,,ENTCS,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 10.0 h_c
Crotonobetaine transport via ABC system (periplasm),,CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c
Creatinine transport via diffusion  extracellular to periplasm ,,CRTNtex,crtn_e <=> crtn_p
Sulfoaceate transport via diffusion (extracellular to periplasm),,SULFACtex,sulfac_e <=> sulfac_p
Creatinine iminohydrolase,,CRTNIH,crtn_c + h2o_c + h_c --> mthd_c + nh4_c
BMNt,,BMNt,bmn_c <=> bmn_e
Release of biotin across the basolatral membrane,,BTNTe,btn_c <=> btn_e
Acetyl-CoA:butyrate-CoA transferase,,BUTCT,accoa_c + but_c --> ac_c + btcoa_c
Butanesulfonate transport via diffusion (extracellular to periplasm),,BUTSO3tex,butso3_e <=> butso3_p
Butyrate transport via diffusion (extracellular to periplasm),,BUTtex,but_e <=> but_p
Benzyl alcohol transport in via proton symport (periplasm),,BZALCt2pp,bzalc_p + h_p --> bzalc_c + h_c
Benzyl alcohol transport via diffusion (extraorganism to periplasm),,BZALCtex,bzalc_p <=> bzalc_e
Benzylsuccinate synthase,,BZSS,fum_c + tol_c <=> bzsucc_c
Benzoate transport via diffusion (extracellular to periplasm),,BZtex,bz_e <=> bz_p
Calcium (Ca+2) transport via diffusion (extracellular to periplasm),,CA2tex,ca2_e <=> ca2_p
L Carnosine transport via diffusion  extracellular to periplasm ,,CARNtex,carn_e <=> carn_p
Cadmium (+2) transport in via permease (no H+),,CD2tpp,cd2_p --> cd2_c
"CDP-Diacylglycerol pyrophostatase (C16:0, C19:0)",,CDAPPA160190,cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c
CDAPPA190,,CDAPPA190,cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c
MNXR22345,,CHCD,hipohcoa_c + nad_c --> h_c + hipocoa_c + nadh_c
6-carboxyhexanoate-CoA ligase,,CHCOAL,atp_c + coa_c + pime_c --> amp_c + pmcoa_c + ppi_c
CHOLINE-SULFATASE-RXN,,CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c
Citrate transport via diffusion (extracellular to periplasm),,CITtex,cit_e <=> cit_p
"Cardiolipin hydrolase (periplasm, n-C14:0)",,CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p
"Cardiolipin synthase (periplasmic, n-C14:0)",,CLPNS140pp,2.0 pg140_p <=> clpn140_p + glyc_p
Carboxymycobactin secretion  to extracellular ,,CMCBTFtex,cmcbtt_p + h_p --> cmcbtt_e + h_c
Carboxymycobactin secretion  to periplasm ,,CMCBTFtpp,cmcbtt_c + h_p --> cmcbtt_p + h_c
5 carboxymethyl 2 hydroxymuconate delta isomerase,,CMHMI,5cmhm_c --> 5cohe_c
Chloramphenicol transport via diffusion  periplasm to cytosol ,,CMt2ppi,cm_p --> cm_c
Chloramphenicol transport via diffusion (extracellular to periplasm),,CMtex,cm_e <=> cm_p
Creatine transport via diffusion  extracellular to periplasm ,,CREATtex,creat_e <=> creat_p
Carnitine 3 dehydrogenase,,CRNDH,crn_c + nad_c --> dhcrn_c + h_c + nadh_c
L-carnitine/D-carnitine antiporter (periplasm),,CRNt8pp,crn__D_c + crn_p --> crn__D_p + crn_c
L-carnitine transport via diffusion (extracellular to periplasm),,CRNtex,crn_e <=> crn_p
Ethanolamine transport via diffusion (extracellular),,ETHAtex,etha_e <=> etha_p
Ethanesulfonate transport via diffusion (extracellular to periplasm),,ETHSO3tex,ethso3_e <=> ethso3_p
Fatty-acyl-ACP hydrolase,,FA100ACPHi,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c
Fatty-acyl-ACP hydrolase,,FA80ACPHi,h2o_c + ocACP_c --> ACP_c + h_c + octa_c
,,GDOCBIK,adocbi_c + gtp_c <=> adocbip_c + gdp_c + h_c
,,GDPDPKE,atp_c + gtp_c + 6.0 h_c --> amp_c + pppgpp_c
GDP mannose 6 dehydrogenase,,GDPMANNDH,gdpmann_c + h2o_c + 2.0 nad_c --> gdpmanur_c + 3.0 h_c + 2.0 nadh_c
Gamma glutamyl cadaverine synthase,,GG15DAPS,15dap_c + atp_c + glu__L_c --> adp_c + gg15dap_c + h_c + pi_c
Gamma glutamyl diaminopropane synthase,,GGDAPS,13dampp_c + atp_c + glu__L_c --> adp_c + gg13dampp_c + h_c + pi_c
GGLUCT2,,GGLUCT2,gluala_c --> 5oxpro_c + ala__L_c
Gamma glutamyl spermidine synthase,,GGSPMDS,atp_c + glu__L_c + spmd_c --> adp_c + ggspmd_c + h_c + pi_c
Geranylgeranyltranstransferase,,GGTT,ggdp_c + ipdp_c --> pendp_c + ppi_c
1 4 alpha glucan branching enzyme  glyg4n   bglyg4n ,,GLBRAN3,glyg4n_c --> bglyg4n_c
Alpha-D-Glucose 1-epimerase ,,GLCE,glc__D_c <=> glc_D_B_c
Glutaryl-CoA synthetase,,GLCOAS,atp_c + coa_c + glutar_c --> adp_c + glutcoa_c + pi_c
D-glucarate transport via diffusion (extracellular to periplasm),,GLCRtex,glcr_e <=> glcr_p
"Alpha-glucuronidase, de-branching xylan",,GLCURS1,h2o_c + xylan4_c <=> glcur_c + xyl4_c
D-glucuronat transport via diffusion (extracellular to periplasm),,GLCURtex,glcur_e <=> glcur_p
Glucose transport via diffusion (extracellular to periplasm),,GLCtex,glc__D_e <=> glc__D_p
L-glutamine transport via diffusion (extracellular to periplasm),,GLNtex,gln__L_e <=> gln__L_p
Glucan transport via ATP transporter,,GLUCAN2abc,atp_c + glucan6_e + h2o_c --> adp_c + glucan6_c + h_c + pi_c
Glucan transport via ATP transporter,,GLUCANabc,atp_c + glucan4_e + h2o_c --> adp_c + glucan4_c + h_c + pi_c
Glutarate hydroxylase,,GLUTARH,akg_c + glutar_c + o2_c --> S2hglut_c + co2_c + succ_c
Glutarate transport via diffusion  extracellular to periplasm ,,GLUTARtex,glutar_e <=> glutar_p
L-glutamate transport via diffusion (extracellular to periplasm),,GLUtex,glu__L_e <=> glu__L_p
D-glycerate transport via diffusion (extracellular to periplasm),,GLYCAtex,glyc__R_e <=> glyc__R_p
Glycolate transport via diffusion (extracellular to periplasm),,GLYCLTtex,glyclt_e <=> glyclt_p
L Glycinylglutamine transport via diffusion  extracellular to periplasm ,,GLYGLNtex,glygln_e <=> glygln_p
L Histidinylglycine transport via diffusion  extracellular to periplasm ,,GLYGLUtex,glyglu_e <=> glyglu_p
L Glycinylmethionine transport via diffusion  extracellular to periplasm ,,GLYMETtex,glymet_e <=> glymet_p
L GlyPhe transport via diffusion  extracellular to periplasm ,,GLYPHEtex,glyphe_e <=> glyphe_p
L Glycinylserine transport via diffusion  extracellular to periplasm ,,GLYSERtex,glyser_e <=> glyser_p
Glycine transport via facillitated diffusion,,GLYtpp,gly_c <=> gly_p
GcvH-L complex ADP ribosylation,,GCVHADPr,gcvHL_nhLA_c + nad_c --> gcvHL_ADPr_c + ncam_c
GAproton symport transport,,GAt2pp,ga_p + h_p --> ga_c + h_c
Gallate outer membrane porin transport,,GAt1,ga_e <=> ga_p
Beta-fructofuranosidase,,FFSD,h2o_c + suc6p_c --> fru_c + g6p_c
Fatty-acid--CoA ligase,,FACOAL200,arach_c + atp_c + coa_c <=> amp_c + arachcoa_c + ppi_c
FACOALPREPH,,FACOALPREPH,atp_c + coa_c + prephth_c <=> amp_c + ppi_c + prephthcoa_c
Ferribactin  ABC system  cytoplasm to periplasm ,,FBACabcpp,atp_c + fbac_kt_c + h2o_c --> adp_c + fbac_kt_p + h_c + pi_c
Ferric-dicitrate transport via ton system (extracellular),,FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c
Enterochelin transport (secretion periplasm),,FEENTERtex,enter_p + h_p --> enter_e + h_c
Fe-enterobactin transport via ton system (extracellular),,FEENTERtonex,feenter_e + h_p --> feenter_p + h_c
Ferroxamine (minus Fe3) secretion (to extracellular),,FEOXAMUtex,feoxam_un_p + h_p --> feoxam_un_e + h_c
Ferroxamine (minus Fe3) secretion (to periplasm),,FEOXAMUtpp,feoxam_un_c + h_p --> feoxam_un_p + h_c
Ferroxamine transport via ton system (extracellular),,FEOXAMtonex,feoxam_e + h_p --> feoxam_p + h_c
Feruloyl coenzyme A synthetase  AMP forming ,,FERULCOAS,atp_c + coa_c + fer_c --> amp_c + ferulcoa_c + ppi_c
Ferulate transport via diffusion  extracellular to periplasm ,,FERtex,fer_e <=> fer_p
Ferulate transport via diffusion   periplasm  ,,FERtpp,fer_p <=> fer_c
FETRANS,,FETRANS,fmcbtt_c <=> fe2_c + mcbtt_c
FMN reductase  NADPH dependent ,,FMNRy,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c
,,GALt2_3,gal_bD_e + h_e --> gal_bD_c + h_c
D-fructose transport via diffusion (extracellular to periplasm),,FRUtex,fru_e <=> fru_p
,,FUCpts,fuc_e + pep_c --> fc1p_c + pyr_c
Fumarate transport via diffusion in (periplasm),,FUMt1pp,fum_p <=> fum_c
Glucosamine-1-phosphate N-acetyltransferase,,G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c
Glycerol-3-phosphate cytidylyltransferase,,G3PCT,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c
Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),,G3PEtex,g3pe_e <=> g3pe_p
Glycerol 3 phosphate O acyltransferase,,G3POA_BS,0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + glyc3p_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c --> 0.01 1ag3p_BS_c + coa_c
,,G6PI2_2,g6p_c <=> g6p_A_c
Gallic acid dioxygenase,,GADOX,ga_c + o2_c --> 2.0 h_c + omaketo_c
D-galactonate transport via diffusion (extracellular to periplasm),,GALCTNtex,galctn__D_e <=> galctn__D_p
D-galactarte transport via diffusion (extracellular to periplasm),,GALCTtex,galct__D_e <=> galct__D_p
Galactokinase,,GALK2,a_gal__D_c + atp_c --> adp_c + gal1p_c + h_c
Aldose 1 epimerase,,GALM,gal_c <=> a_gal__D_c
BMNMSHS,,BMNMSHS,bmn_c + msh_c --> bmnmsh_c + 2.0 h_c
S-2-methylbutanoyl-CoA enzyme N6-dihydrolipoyllysine ,,BKDC1,2mbdhl_c + coa_c <=> 2mbcoa_c + dhlam_c
Beta-alanine transport via diffusion (extracellular to periplasm),,BALAtex,ala_B_e <=> ala_B_p
Acyl CoA dehydrogenase  cis tetradec 5 enoyl CoA ,,ACOAD28f,fad_c + tded5coa_c <=> fadh2_c + tded5_2_coa_c
P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm),,4ABZGLUtex,4abzglu_e <=> 4abzglu_p
4 hydroxy benzyl alcohol dehydrogenase,,4HBADH,4hba_c + nad_c <=> 4hbald_c + h_c + nadh_c
MNXR68734,,4HBAt,4hba_e <=> 4hba_c
4-Hydroxybenzoate transport (extracellular),,4HBZtex,4hbz_e <=> 4hbz_p
4 hydroxyphenylacetate transport in via proton symport periplasm ,,4HOXPACt2pp_1,4hoxpac_p + h_p --> 4hoxpac_c + h_c
Trans-4-Hydroxy-L-proline transport (transport mechanism unknown - evidence from biolog data),,4HPRO_LT_Et,4hpro_LT_e <=> 4hpro_LT_c
4 Hydroxypentanoate transport via diffusion,,4HPTNtex,4hptn_e <=> 4hptn_p
4 Oxopentanoate transport via diffusion,,4OXPTNtex,4oxptn_e <=> 4oxptn_p
4 hydroxyphenylacetate transport via diffusion extracellular to periplasm ,,4hoxpactex,4hoxpac_e <=> 4hoxpac_p
5'-deoxyadenosine nuclosidase,,5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c
,,A24T,a24op_c + coa_c --> accoa_c + ala__D_c
4 acetamidobutyrate deacetylase,,AABTN,4aabutn_c + h2o_c --> 4abut_c + ac_c
,,ABG4t2,abg4_e + h_e --> abg4_c + h_c
L arabinitol transport via passive diffusion,,ABTt,abt_e <=> abt_c
Acetoacetate transport (transport mechanism unknown - evidence from biolog data),,ACAC_Et,acac_e <=> acac_c
Acetoacetate transport via diffusion (extracellular to periplasm),,ACACtex,acac_e <=> acac_p
N-acetylglucosamine kinase,,ACGAMK,acgam_c + atp_c --> acgam6p_c + adp_c + h_c
N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),,ACGAtex,acgam_e <=> acgam_p
N-acetylmuramate 6-phosphate hydrolase,,ACM6PH,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c
N-acetylneuraminate transport via diffusion (extracellular to periplasm),,ACNAMtex,acnam_e <=> acnam_p
Acyl CoA dehydrogenase  heptanoyl CoA ,,ACOAD10f,fad_c + 2.0 h_c + hptcoa_c <=> fadh2_c + hp2coa_c
Acyl CoA dehydrogenase  Phenyloctanoyl CoA ,,ACOAD14f,fad_c + 2.0 h_c + poctacoa_c <=> fadh2_c + pocta2coa_c
Acyl CoA dehydrogenase  Phenylheptanoyl CoA ,,ACOAD15f,fad_c + 2.0 h_c + phpcoa_c <=> fadh2_c + php2coa_c
Acyl CoA dehydrogenase  Phenylhexanoyl CoA ,,ACOAD16f,fad_c + 2.0 h_c + phxacoa_c <=> fadh2_c + phxa2coa_c
Acyl CoA dehydrogenase  Phenylpentanoyl CoA ,,ACOAD17f,fad_c + 2.0 h_c + pptcoa_c <=> fadh2_c + ppt2coa_c
Acyl CoA dehydrogenase  Phenylbutyryl CoA ,,ACOAD18f,fad_c + 2.0 h_c + pbcoa_c <=> fadh2_c + pb2coa_c
Acyl CoA dehydrogenase  vaccenyl CoA ,,ACOAD22f,fad_c + vacccoa_c <=> fadh2_c + vacc2coa_c
Acyl CoA dehydrogenase  cis hexadec 9 enoyl CoA ,,ACOAD23f,fad_c + hdcoa_c <=> fadh2_c + hd2coa_c
Acyl CoA dehydrogenase  acyl CoA dehydrogenase  oleicyl CoA   C181d9 ,,ACOAD26f,fad_c + odecoa_c <=> fadh2_c + ode2coa_c
Protocatechuate outher membrane transport,,3_4DHBZt2,34dhbz_e <=> 34dhbz_p
3-sulfino-alanine transaminase (irreversible),,3SALATAi,3sala_c + akg_c + h_c <=> 3snpyr_c + glu__L_c
LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),,3PEPTtex,LalaDgluMdap_e <=> LalaDgluMdap_p
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),,2AGPE181tipp,2agpe181_p --> 2agpe181_c
2 5 diketo D gluconate transport via proton symport  reversible  periplasm ,,25DKGLCNt2rpp,25dkglcn_p + h_p --> 25dkglcn_c + h_c
2 5 diketo D gluconate transport via diffusion  extracellular to periplasm ,,25DKGLCNtex,25dkglcn_e <=> 25dkglcn_p
"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",,26DAHtex,26dap__M_e <=> 26dap__M_p
2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),,2AGPA120tipp,2ddecg3p_p --> 2ddecg3p_c
2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),,2AGPA141tipp,2tdec7eg3p_p --> 2tdec7eg3p_c
