,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
1101,HACD2i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,0.0,0.0
1122,HDCAt2pp,Hexadecanoate transport via proton symport,h_p + hdca_p --> h_c + hdca_c,0.0,no rxn
1121,HCYSMT,Homocysteine S-methyltransferase,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,0.0,0.0
1120,HCO3tex,Bicarbonate transport via diffusion (extracellular to periplasm),hco3_e <=> hco3_p,0.0,0.0
1118,HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",3hcinnm_p + h_p <=> 3hcinnm_c + h_c,0.0,0.0
1117,HCINNMt2r,"3-hydroxycinnamic acid transport via proton symport, reversible",3hcinnm_e + h_e <=> 3hcinnm_c + h_c,0.0,no rxn
1116,HBZOPT,Hydroxybenzoate octaprenyltransferase,4hbz_c + octdp_c --> 3ophb_c + ppi_c,0.0,0.0
1115,HADPCOADH3,3-hydroxyadipyl-CoA dehydrogenase (NAD+),3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c,0.0,0.0
1114,HACD9,HACD9,3hmbcoa_c + nad_c <=> 2maacoa_c + h_c + nadh_c,0.0,0.0
1113,HACD8i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,0.0,0.0
1111,HACD7i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,0.0,0.0
1109,HACD6i,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,0.0,0.0
1107,HACD5i,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,0.0,0.0
1105,HACD4i,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,0.0,0.0
1103,HACD3i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,0.0,0.0
1099,HACD1i,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0.0,0.0
1124,HEPT2N,Heptosyltransferase II (LPS core synthesis) (glucosediaminyl),adphep_LD_c + hlipan_c --> adp_c + h_c + hhlipan_c,0.0,no rxn
1097,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,0.0,0.0
1096,H2St,H2St,h2s_e <=> h2s_c,0.0,no rxn
1095,H2Otpp,H2O transport via diffusion (periplasm),h2o_p <=> h2o_c,0.0,0.0
1092,H2CO3D,H2CO3D,co2_c + h2o_c <=> h2co3_c,0.0,1.5240345618214635
1091,GUI2,Glucuronate isomerase (D-galacturonate),galur_c <=> tagur_c,0.0,no rxn
1090,GUI1,Glucuronate isomerase (D-glucuronate),glcur_c <=> fruur_c,0.0,0.0
1089,GUDBUTNAH,GUDBUTNAH,4gudbutn_c + h2o_c --> 4abut_c + urea_c,0.0,0.0
1088,GUAt2r,Guanine reversible transport via proton symport,gua_e + h_e --> gua_c + h_c,0.0,0.0
1087,GUAD,Guanine deaminase,gua_c + h2o_c + h_c --> nh4_c + xan_c,0.0,0.0
1086,GUACYC,Guanylate cyclase,gtp_c --> 35cgmp_c + ppi_c,0.0,0.0
1085,GTPHs,GTP amine hydrolysis (spontaneous),gtp_c + h2o_c + h_c --> nh4_c + xtp_c,0.0,0.0
1084,GTPH1,GTP diphosphohydrolase,gtp_c + 2.0 h2o_c --> gmp_c + 2.0 h_c + 2.0 pi_c,0.0,0.0
1083,GTPDPK,GTP diphosphokinase,atp_c + gtp_c --> amp_c + gdptp_c + h_c,0.0,0.0
1082,GTPCII2,GTP cyclohydrolase II (25drapp),gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,0.0,0.0010407566651318854
1123,HEPT1N,Heptosyltransferase I (LPS core synthesis) (glucosediaminyl),adphep_LD_c + lipan_c --> adp_c + h_c + hlipan_c,0.0,no rxn
1125,HEPT5N,Heptosyltransferase (LPS core synthesis) (glucosediamine) (heptosyl-(1->3Hep2)-glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA),adphep_LD_c + ghhlipan_c --> adp_c + h_c + hghhlipan_c,0.0,no rxn
1160,HOPNTAL2,HOPNTAL2,4hoxoh_c --> ppal_c + pyr_c,0.0,0.0
1144,HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,h2o_c + hkntd_c --> fum_c + h_c + op4en_c,0.0,0.0
1159,HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,4h2opntn_c --> acald_c + pyr_c,0.0,0.0
1158,HMSH3,HMSH3,cchoxod_c + h2o_c --> ac_c + h_c + op4en_c,0.0,no rxn
1157,HMSH2,HMSH2,h2o_c + hmccms_c --> 2hchd_c + for_c + h_c,0.0,no rxn
1156,HMSH,HMSH,2hmcnsad_c + h2o_c --> for_c + 2.0 h_c + op4en_c,0.0,no rxn
1155,HMSD2,HMSD2,h2o_c + hmccms_c + nad_c --> 2.0 h_c + hmccm_c + nadh_c,0.0,no rxn
1154,HMSD,HMSD,2hmcnsad_c + h2o_c + nad_c --> 2hmc_c + 3.0 h_c + nadh_c,0.0,no rxn
1153,HMPSCD,2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase,hmpscoa_c + nad_c <=> h_c + nadh_c + sbzcoa_c,0.0,0.0
1152,HMPK4,HMPK4,4ahmmp_c + gtp_c --> 4ampm_c + gdp_c + h_c,0.0,0.0
1151,HMPK3,HMPK3,4ahmmp_c + utp_c --> 4ampm_c + h_c + udp_c,0.0,0.0
1150,HMPK2,HMPK2,4ahmmp_c + ctp_c --> 4ampm_c + cdp_c + h_c,0.0,0.0005203783325659427
1148,HMGL,HMGL,hmgcoa_c --> acac_c + accoa_c,0.0,0.0
1147,HMGCOASi,Hydroxymethylglutaryl CoA synthase (ir),aacoa_c + accoa_c + h2o_c --> coa_c + h_c + hmgcoa_c,0.0,no rxn
1146,HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,0.0,0.0
1145,HKtpp,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase (periplasm),atp_c + h2o_c + k_p --> adp_c + h_p + k_c + pi_c,0.0,0.0
1143,HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",h2o_c + hkndd_c --> h_c + op4en_c + succ_c,0.0,0.0
1126,HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c --> adp_c + g6p_c + h_c,0.0,0.0
1140,HISt2rpp,L-histidine reversible transport via proton symport (periplasm),h_p + his__L_p <=> h_c + his__L_c,0.0,no rxn
1139,HISt2r,L histidine reversible transport via proton symport,h_e + his__L_e <=> h_c + his__L_c,0.0,no rxn
1138,HISDr,Histidase r,his__L_c --> nh4_c + urcan_c,0.0,0.0
1137,HISabcpp,L-histidine transport via ABC system (periplasm),atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,0.0,0.0
1136,HISabc,L-histidine transport via ABC system,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,0.0,0.0
1135,HIBDkt,HIBDkt,3hmp_c + nad_c --> h_c + mmtsa_c + nadh_c,0.0,no rxn
1134,HHDDI,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",2hh24dd_c <=> 2ohed_c,0.0,0.0
1133,HGt,Mercury transport,hg2_e <=> hg2_c,0.0,no rxn
1132,HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing ,hgentis_c + o2_c --> 4mlacac_c + h_c,0.0,0.0
1131,HG2tex,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),hg2_e <=> hg2_p,0.0,no rxn
1130,HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),h_p + hg2_c --> h_c + hg2_p,0.0,0.0
1129,HEXt2rpp,"Hexanoate transport via proton symport, reversible (periplasm)",h_p + hxa_p <=> h_c + hxa_c,0.0,no rxn
1128,HEXSabc,Hexanesulfonate transport via ABC system,atp_c + h2o_c + hexs_e --> adp_c + h_c + hexs_c + pi_c,0.0,0.0
1127,HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,0.0,0.0
928,GALabc,D-galactose transport via ABC system,atp_c + gal_e + h2o_c --> adp_c + gal_c + h_c + pi_c,0.0,no rxn
950,GBBTNabc,Gamma butyrobetaine transport in via ABC system,atp_c + gbbtn_e + h2o_c --> adp_c + gbbtn_c + h_c + pi_c,0.0,no rxn
926,G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,0.0,0.0
754,FACOAE140,Fatty-acid-CoA thioesterase (tetradecanoate),h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,0.0,0.0
748,FA140ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c,0.0,0.0
749,FA141ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c,0.0,0.0
750,FA160ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,0.0,0.0
751,FA161ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c,0.0,0.0
752,FACOAE100,Fatty-acid-CoA thioesterase (decanoate),dcacoa_c + h2o_c --> coa_c + dca_c + h_c,0.0,0.0
753,FACOAE120,Fatty-acid-CoA thioesterase (dodecanoate),ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,0.0,0.0
755,FACOAE141,Fatty-acid-CoA thioesterase (tetradecenoate),h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c,0.0,0.0
764,FACOAL140,Fatty acid  CoA ligase  tetradecanoate ,atp_c + coa_c + ttdca_c --> amp_c + ppi_c + tdcoa_c,0.0,0.0
756,FACOAE160,Fatty-acid-CoA thioesterase (hexadecanoate),h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,0.0,0.0
757,FACOAE161,Fatty-acid-CoA thioesterase (hexadecenoate),h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,0.0,0.0
759,FACOAE181,Fatty-acid-CoA thioesterase (octadecenoate),h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,0.0,0.0
760,FACOAE60,Fatty-acid-CoA thioesterase (hexanoate),h2o_c + hxcoa_c --> coa_c + h_c + hxa_c,0.0,0.0
761,FACOAE80,Fatty-acid-CoA thioesterase (octanoate),h2o_c + occoa_c --> coa_c + h_c + octa_c,0.0,0.0
762,FACOAL100t2pp,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c,0.0,0.0
747,FA120ACPHi,Fatty-acyl-ACP hydrolase,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c,0.0,0.0
746,F6PA,Fructose 6-phosphate aldolase,f6p_c <=> dha_c + g3p_c,0.0,no rxn
745,ETHSO3tex,Ethanesulfonate transport via diffusion (extracellular to periplasm),ethso3_e <=> ethso3_p,0.0,0.0
744,ETHSO3abcpp,Ethanesulfonate transport via ABC system (periplasm),atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c,0.0,0.0
743,ETHSabc,Ethanesulfonate transport via ABC system,atp_c + eths_e + h2o_c --> adp_c + eths_c + h_c + pi_c,0.0,0.0
742,ETHAt6,ETHAt6,etha_e + h_e --> etha_c + h_c,0.0,no rxn
741,ETHAAL,Ethanolamine ammonia-lyase,etha_c --> acald_c + nh4_c,0.0,0.0
740,ENTERH,Enterobactin hydrolase,enter_c + h2o_c --> 23dhbzs3_c,0.0,0.0
739,ENTERGLCT2,Glycosyl transferase,entermg_c + udpg_c --> h_c + salchs4_c + udp_c,0.0,0.0
738,ENTERGLCT1,Glycosyl transferase,enter_c + udpg_c --> entermg_c + h_c + udp_c,0.0,0.0
737,ENTERES2,Enterochelin Esterase (Fe containing),feenter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + fe3_c + 3.0 h_c,0.0,0.0
736,ENTERES,Enterochelin Esterase,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c,0.0,0.0
735,ENTCS_1,Enterochelin synthase,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c,0.0,no rxn
734,ENTCS,Enterochelin synthase,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c,0.0,0.0
732,EDTXS2N,Endotoxin Synthesis (myristoyl transferase) (glucosediaminyl),kdo2lipid4Ln_c + myrsACP_c --> ACP_c + lipan_c,0.0,no rxn
731,EDTXS1N,Endotoxin Synthesis (lauroyl transferase) (glucosediaminyl),ddcaACP_c + kdo2lipid4n_c --> ACP_c + kdo2lipid4Ln_c,0.0,no rxn
730,EDD,6-phosphogluconate dehydratase,6pgc_c --> 2ddg6p_c + h2o_c,0.0,0.0
763,FACOAL120t2pp,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c,0.0,0.0
766,FACOAL140t2pp,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c,0.0,0.0
806,FAS200,FAS200,3.0 h_c + malcoa_c + 2.0 nadph_c + ocdca_c --> arach_c + co2_c + coa_c + h2o_c + 2.0 nadp_c,0.0,0.0
925,G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,0.0,0.0
791,FALDH2,Formaldehyde dehydrogenase,hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c,0.0,no rxn
792,FALGTHLs,Formaldehyde glutathione ligase (spontaneous),fald_c + gthrd_c <=> hmgth_c,0.0,no rxn
793,FAO1,FAO1,atp_c + 7.0 coa_c + 6.0 fad_c + 6.0 h2o_c + 6.0 nad_c + ttdca_c --> 7.0 accoa_c + amp_c + 6.0 fadh2_c + 6.0 h_c + 6.0 nadh_c + ppi_c,0.0,0.0
794,FAO10,FAO10,atp_c + 9.0 coa_c + 7.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdcea_c --> 9.0 accoa_c + amp_c + 7.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c,0.0,0.0
795,FAO11,FAO11,atp_c + 8.0 coa_c + 6.0 fad_c + 7.0 h2o_c + hdcea_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 6.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c,0.0,0.0
796,FAO2,FAO2,atp_c + 8.0 coa_c + 7.0 fad_c + 7.0 h2o_c + hdca_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c,0.0,0.0
798,FAO4,Fatty acid oxidation (Butanoyl-CoA ),btcoa_c + fad_c + h2o_c + nad_c --> aacoa_c + fadh2_c + h_c + nadh_c,0.0,no rxn
767,FACOAL141t2pp,Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c,0.0,0.0
799,FAS100,Fatty acid synthase  n C100 ,3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c,0.0,0.0
800,FAS120,Fatty acid synthase  n C120 ,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,0.0,0.0
801,FAS140,Fatty acid synthase  n C140 ,ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c,0.0,0.0
802,FAS160,Fatty acid synthase  n C160 ,3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c,0.0,0.0
803,FAS161,Fatty acid synthase  n C161 ,4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c,0.0,0.0
804,FAS180,Fatty acid synthase  n C180 ,3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c,0.0,0.0
790,FADRx2,FAD reductase,fad_c + h_c + nadph_c --> fadh2_c + nadp_c,0.0,0.0
789,FADRx,FAD reductase,fad_c + h_c + nadh_c --> fadh2_c + nad_c,0.0,no rxn
788,FADMQOR,Menaquinone:FAD oxidoreductase,fadh2_c + mqn8_c --> fad_c + mql8_c,0.0,0.0
787,FACOALPREPH,FACOALPREPH,atp_c + coa_c + prephth_c --> amp_c + ppi_c + prephthcoa_c,0.0,0.0
786,FACOALPHDCA,FACOALPHDCA,atp_c + coa_c + phdca_c --> amp_c + phdcacoa_c + ppi_c,0.0,no rxn
785,FACOAL80t2pp,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,0.0,0.0
784,FACOAL80,FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c,0.0,0.0
783,FACOAL60t2pp,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,0.0,0.0
782,FACOAL200,FACOAL200,arach_c + atp_c + coa_c --> amp_c + arachcoa_c + ppi_c,0.0,0.0
781,FACOAL181t2pp,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,0.0,0.0
780,FACOAL181,Fatty acid  CoA ligase  octadecenoate ,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c,0.0,0.0
779,FACOAL180t2pp,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c,0.0,0.0
777,FACOAL180,Fatty acid  CoA ligase  octadecanoate ,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,0.0,0.0
774,FACOAL161t2pp,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c,0.0,0.0
773,FACOAL161,Fatty acid  CoA ligase  hexadecenoate ,atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c,0.0,0.0
772,FACOAL160t2pp,Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c,0.0,0.0
770,FACOAL160,Fatty acid  CoA ligase  hexadecanoate ,atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c,0.0,0.0
729,EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,2ddg6p_c --> g3p_c + pyr_c,0.0,0.0
728,ECOAH9ir,ECOAH9ir,2mb2coa_c + h2o_c <=> 3hmbcoa_c,0.0,0.0
723,ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),3hddcoa_c <=> dd2coa_c + h2o_c,0.0,0.012140551680936333
671,DPHAPC80,DPHAPC80,C80mclPHA_c + coa_c --> R_3hocoa_c + mclPHAg_c,0.0,no rxn
665,DPHAPC100,DPHAPC100,C100mclPHA_c + coa_c --> R_3hdcoa_c + mclPHAg_c,0.0,no rxn
666,DPHAPC120,DPHAPC120,C120mclPHA_c + coa_c --> R_3hddcoa_c + mclPHAg_c,0.0,no rxn
667,DPHAPC121,DPHAPC121,C121mclPHA_c + coa_c --> R_3hcddec5ecoa_c + mclPHAg_c,0.0,no rxn
668,DPHAPC140,DPHAPC140,C140mclPHA_c + coa_c --> R_3hmrscoa_c + mclPHAg_c,0.0,no rxn
669,DPHAPC141,DPHAPC141,C141mclPHA_c + coa_c --> R_3hcmrs7ecoa_c + mclPHAg_c,0.0,no rxn
670,DPHAPC60,DPHAPC60,C60mclPHA_c + coa_c --> R_3hhcoa_c + mclPHAg_c,0.0,no rxn
672,DPPS,DPPS,frdp_c + 7.0 ipdp_c --> decdp_c + 7.0 ppi_c,0.0,no rxn
718,ECOAH12,ECOAH12,2mp2coa_c + h2o_c --> 3hibutcoa_c,0.0,0.0
674,DRBK,Deoxyribokinase,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,0.0,0.0
675,DRIBabc,Deoxyribose transport via ABC system,atp_c + drib_e + h2o_c --> adp_c + drib_c + h_c + pi_c,0.0,0.0
676,DRPA,Deoxyribose-phosphate aldolase,2dr5p_c --> acald_c + g3p_c,0.0,0.0
677,DSERDHr,D-serine dehydrogenase,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,0.0,0.0
678,DSERt2,DSERt2,h_e + ser__D_e <=> h_c + ser__D_c,0.0,0.0
679,DSERt2pp,D-serine transport in via proton symport (periplasm),h_p + ser__D_p --> h_c + ser__D_c,0.0,0.0
661,DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.0,0.0
659,DMALRED,(S)-Malate:(acceptor) oxidoreductase,fad_c + mal__L_c --> fadh2_c + oaa_c,0.0,167.42254232063559
658,D_LACt2pp,D-lactate transport via proton symport (periplasm),h_p + lac__D_p <=> h_c + lac__D_c,0.0,no rxn
657,DKMPPD3,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",dkmpp_c + 3.0 h2o_c + 2.0 nad_c --> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c,0.0,no rxn
656,DIPEPabc15,Dipeptide transport via ABC system  cgly ,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,0.0,0.0
655,DINStex,Deoxyinosine transport via diffusion (extracellular to periplasm),din_e <=> din_p,0.0,no rxn
654,DINSt2pp,Deoxyinosine transport in via proton symport (periplasm),din_p + h_p --> din_c + h_c,0.0,no rxn
653,DINSt2,Deoxyinosine transport in via proton symport,din_e + h_e --> din_c + h_c,0.0,no rxn
652,DHSKDH,DHSKDH,3dhsk_c --> 34dhbz_c + h2o_c,0.0,0.0
649,DHPS2,Dihydropteroate synthase,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,0.0,0.0
647,DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.0,0.0010407566651318854
645,DHPDO,3 4 dihydroxyphenylacetate 2 3 dioxygenase,34dhpha_c + o2_c --> 5cmhmsa_c + h_c,0.0,0.0
644,DHPACCOAHIT,DHPACCOAHIT,2dhphaccoa_c + coa_c + 2.0 h2o_c --> 3hadpcoa_c + accoa_c + h2_c + h_c,0.0,0.0
642,DHORD5,Dihydroorotic acid (menaquinone-8),dhor__S_c + mqn8_c --> mql8_c + orot_c,0.0,no rxn
640,DHORD2,Dihydoorotic acid dehydrogenase (quinone8),dhor__S_c + q8_c --> orot_c + q8h2_c,0.0,0.0
639,DHNPA2r,Dihydroneopterin aldolase reversible,dhnpt_c <=> 6hmhpt_c + gcald_c,0.0,0.0
637,DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,0.0,0.0
680,DSERtex,D-serine transport via diffusion (extracellular to periplasm),ser__D_e <=> ser__D_p,0.0,0.0
681,DTARTD,D(-)-tartrate dehydratase,tartr__D_c --> h2o_c + oaa_c,0.0,0.0
683,DTMPtex,DTMP transport via diffusion (extracellular to periplasm),dtmp_e <=> dtmp_p,0.0,no rxn
703,EAR160y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c,0.0,no rxn
717,ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),3hbcoa_c <=> b2coa_c + h2o_c,0.0,0.012140551680936333
716,ECHH_0,ECHH 0,2.0 fdox_c + h2_c <=> 2.0 fdred_c + 2.0 h_c,0.0,no rxn
715,EAR80y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,0.0,no rxn
714,EAR80x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,0.0,no rxn
713,EAR60y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,0.0,no rxn
712,EAR60x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,0.0,no rxn
711,EAR40y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,0.0,no rxn
710,EAR40x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,0.0,no rxn
709,EAR181y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c,0.0,no rxn
708,EAR181x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c,0.0,no rxn
707,EAR180y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,0.0,no rxn
706,EAR180x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,0.0,no rxn
705,EAR161y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c,0.0,no rxn
704,EAR161x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c,0.0,no rxn
702,EAR160x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c,0.0,no rxn
684,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c --> adp_c + dump_c + h_c,0.0,0.0
701,EAR141y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c,0.0,no rxn
