name,genes,reaction_id,reaction
Biomass reaction,,Growth,0.000216499790822049 10fthf_c + 0.498715520392769 ala__L_c + 0.000216499790822049 amet_c + 0.287169982631549 arg__L_c + 0.234028507069996 asn__L_c + 0.234028507069996 asp__L_c + 52.5471506268106 atp_c + 0.00505327987098101 ca2_c + 0.00505327987098101 cl_c + 0.000559210222033633 coa_c + 9.70851079919502e-05 cobalt2_c + 0.129616385977893 ctp_c + 0.000688333415662927 cu2_c + 0.088910541899028 cys__L_c + 0.0254032893571737 datp_c + 0.0262294836261852 dctp_c + 0.0262294836261852 dgtp_c + 0.0254032893571737 dttp_c + 0.000216499790822049 fad_c + 0.00651926500165946 fe2_c + 0.00758040523201147 fe3_c + 0.255489170191616 gln__L_c + 0.255489170191616 glu__L_c + 0.594780263899724 gly_c + 0.000970851079919502 gtca1_45_BS_c + 0.000970851079919502 gtca2_45_BS_c + 0.000970851079919502 gtca3_45_BS_c + 0.208826183886365 gtp_c + 47.1848449736869 h2o_c + 0.0919764896094138 his__L_c + 0.282060393397933 ile__L_c + 0.189503334842727 k_c + 0.437398507887213 leu__L_c + 4.85425539959751e-05 lipo1_24_BS_c + 4.85425539959751e-05 lipo2_24_BS_c + 4.85425539959751e-05 lipo3_24_BS_c + 4.85425539959751e-05 lipo4_24_BS_c + 0.333158227436256 lys__L_c + 0.149206219068509 met__L_c + 0.00842213311830168 mg2_c + 0.000216499790822049 mlthf_c + 0.000670858096224376 mn2_c + 9.70851079919502e-05 mql8_c + 0.00177762832733261 nad_c + 0.000433970432724018 nadp_c + 0.00970851079919502 peptido_BS_c + 0.179864725321287 phe__L_c + 0.214611485471606 pro__L_c + 0.000216499790822049 pydx5p_c + 0.000216499790822049 ribflv_c + 0.209501896237989 ser__L_c + 0.0042115519846908 so4_c + 0.000216499790822049 thf_c + 0.000216499790822049 thmpp_c + 0.246292297911539 thr__L_c + 0.0551860879358643 trp__L_c + 0.13387648051658 tyr__L_c + 0.13990352402072 utp_c + 0.410827284680896 val__L_c + 0.00033106021825255 zn2_c --> 52.3774157616572 adp_c + 52.3774157616572 h_c + 52.3732042096725 pi_c + 0.751344563302943 ppi_c
R_EX_co_e,,EX_co_e,co_e --> 
R_EX_confrl_e,,EX_confrl_e,confrl_e --> 
vanlt transport,,vanlt_transport,vanlt_e <=> vanlt_c
R_EX_csn_e,,EX_csn_e,csn_e --> 
R_EX_3mb_e,,EX_3mb_e,3mb_e --> 
R_EX_4hbz_e,,EX_4hbz_e,4hbz_e --> 
R_EX_cit_e,,EX_cit_e,cit_e --> 
R_EX_drib_e,,EX_drib_e,drib_e --> 
R_EX_dgmp_e,,EX_dgmp_e,dgmp_e --> 
R_EX_maltttr_e,,EX_maltttr_e,maltttr_e --> 
R_EX_trp__L_e,,EX_trp__L_e,trp__L_e --> 
R_EX_salchs4_e,,EX_salchs4_e,salchs4_e --> 
guaicaol O-demethylase,,GUADEM,guaiacol_c + h_c + nadph_c + o2_c --> catechol_c + fald_c + h2o_c + nadp_c
R_EX_dgsn_e,,EX_dgsn_e,dgsn_e --> 
R_EX_34dhcinm_e,,EX_34dhcinm_e,34dhcinm_e --> 
R_EX_sbt__D_e,,EX_sbt__D_e,sbt__D_e --> 
R_EX_malthp_e,,EX_malthp_e,malthp_e --> 
Thymidine transport via diffusion (extracellular to periplasm),,THMDtex,thymd_e <=> thymd_p
R_EX_cytd_e,,EX_cytd_e,cytd_e --> 
R_EX_2hxmp_e,,EX_2hxmp_e,2hxmp_e --> 
R_EX_2pglyc_e,,EX_2pglyc_e,2pglyc_e --> 
R_EX_chols_e,,EX_chols_e,chols_e --> 
R_EX_pac_e,,EX_pac_e,pac_e --> 
R_EX_maltpt_e,,EX_maltpt_e,maltpt_e --> 
R_EX_salcn_e,,EX_salcn_e,salcn_e --> 
R_EX_butso3_e,,EX_butso3_e,butso3_e --> 
R_EX_bz_e,,EX_bz_e,bz_e --> 
R_EX_but_e,,EX_but_e,but_e --> 
Phenol exchange,,EX_phenol_e,phenol_e <=> 
R_EX_hco3_e,,EX_hco3_e,hco3_e --> 
R_EX_ala__L_e,,EX_ala__L_e,ala__L_e --> 
R_EX_mg2_e,,EX_mg2_e,mg2_e <=> 
R_EX_mobd_e,,EX_mobd_e,mobd_e <=> 
R_EX_zn2_e,,EX_zn2_e,zn2_e <=> 
R_EX_cobalt2_e,,EX_cobalt2_e,cobalt2_e <=> 
R_EX_o2_e,,EX_o2_e,o2_e <=> 
R_EX_buts_e,,EX_buts_e,buts_e --> 
R_EX_lmn2_e,,EX_lmn2_e,lmn2_e --> 
R_EX_cynt_e,,EX_cynt_e,cynt_e --> 
R_EX_glu__L_e,,EX_glu__L_e,glu__L_e --> 
R_EX_cl_e,,EX_cl_e,cl_e <=> 
R_EX_metox__R_e,,EX_metox__R_e,metox__R_e --> 
R_EX_metox_e,,EX_metox_e,metox_e --> 
R_EX_h_e,,EX_h_e,h_e <=> 
triacylglycerol transport,,EX_tag,tag_c <=> 
R_EX_skm_e,,EX_skm_e,skm_e --> 
Phenol transport,,phenol_transport,phenol_e <=> phenol_c
R_EX_lmn30_e,,EX_lmn30_e,lmn30_e --> 
R_EX_ser__D_e,,EX_ser__D_e,ser__D_e --> 
R_EX_met__L_e,,EX_met__L_e,met__L_e --> 
R_EX_mn2_e,,EX_mn2_e,mn2_e <=> 
R_EX_mal__D_e,,EX_mal__D_e,mal__D_e --> 
triacylglycerol production,,tag_production,12dgr160_c + pmtcoa_c <=> coa_c + tag_c
R_EX_ca2_e,,EX_ca2_e,ca2_e <=> 
R_EX_xmp_e,,EX_xmp_e,xmp_e --> 
R_EX_phdca_e,,EX_phdca_e,phdca_e --> 
R_EX_acnam_e,,EX_acnam_e,acnam_e --> 
R_EX_glcur_e,,EX_glcur_e,glcur_e --> 
Uracil transport via diffusion (extracellular to periplasm),,URAtex,ura_e <=> ura_p
R_EX_cgly_e,,EX_cgly_e,cgly_e --> 
R_EX_m_xyl_e,,EX_m_xyl_e,m_xyl_e --> 
R_EX_sula_e,,EX_sula_e,sula_e --> 
Urea transport via facilitate diffusion (periplasm),,UREAtpp,urea_p <=> urea_c
R_EX_fe3dhbzs_e,,EX_fe3dhbzs_e,fe3dhbzs_e --> 
R_EX_amp_e,,EX_amp_e,amp_e --> 
R_EX_enter_e,,EX_enter_e,enter_e --> 
Xylose isomerase,,XYLI1,xyl__D_c <=> xylu__D_c
R_EX_orot_e,,EX_orot_e,orot_e --> 
R_EX_dca_e,,EX_dca_e,dca_e --> 
R_EX_glcr_e,,EX_glcr_e,glcr_e --> 
R_EX_alltn_e,,EX_alltn_e,alltn_e --> 
R_EX_damp_e,,EX_damp_e,damp_e --> 
R_EX_arg__L_e,,EX_arg__L_e,arg__L_e --> 
R_EX_glcn_e,,EX_glcn_e,glcn_e --> 
R_EX_glucan6_e,,EX_glucan6_e,glucan6_e --> 
R_EX_fe3dcit_e,,EX_fe3dcit_e,fe3dcit_e --> 
R_EX_malt_e,,EX_malt_e,malt_e --> 
D-xylose transport via diffusion (extracellular to periplasm),,XYLtex,xyl__D_e <=> xyl__D_p
R_EX_pi_e,,EX_pi_e,pi_e <=> 
R_EX_ethso3_e,,EX_ethso3_e,ethso3_e --> 
R_EX_acser_e,,EX_acser_e,acser_e --> 
R_EX_glyb_e,,EX_glyb_e,glyb_e --> 
R_EX_glyald_e,,EX_glyald_e,glyald_e --> 
R_EX_anhgm_e,,EX_anhgm_e,anhgm_e --> 
R_EX_glyc3p_e,,EX_glyc3p_e,glyc3p_e --> 
R_EX_s_e,,EX_s_e,s_e --> 
R_EX_glucan4_e,,EX_glucan4_e,glucan4_e --> 
R_EX_h2_e,,EX_h2_e,h2_e --> 
R_EX_tartr__L_e,,EX_tartr__L_e,tartr__L_e --> 
R_EX_tartr__D_e,,EX_tartr__D_e,tartr__D_e --> 
R_EX_malttr_e,,EX_malttr_e,malttr_e --> 
R_EX_fe2_e,,EX_fe2_e,fe2_e <=> 
R_EX_sulfac_e,,EX_sulfac_e,sulfac_e --> 
R_EX_mso3_e,,EX_mso3_e,mso3_e --> 
R_EX_thr__L_e,,EX_thr__L_e,thr__L_e --> 
R_EX_actn__R_e,,EX_actn__R_e,actn__R_e --> 
R_EX_diact_e,,EX_diact_e,diact_e --> 
R_EX_adn_e,,EX_adn_e,adn_e --> 
R_EX_ad_e,,EX_ad_e,ad_e --> 
R_EX_no3_e,,EX_no3_e,no3_e --> 
R_EX_gal_e,,EX_gal_e,gal_e --> 
R_EX_nh4_e,,EX_nh4_e,nh4_e <=> 
R_EX_udcpo5_e,,EX_udcpo5_e,udcpo5_e --> 
R_EX_no_e,,EX_no_e,no_e --> 
R_EX_oaa_e,,EX_oaa_e,oaa_e --> 
XMP transport via diffusion (extracellular to periplasm),,XMPtex,xmp_e <=> xmp_p
R_EX_acysbmn_e,,EX_acysbmn_e,acysbmn_e --> 
R_EX_ins_e,,EX_ins_e,ins_e --> 
R_EX_din_e,,EX_din_e,din_e --> 
R_EX_fru_e,,EX_fru_e,fru_e --> 
Xanthosine transport via diffusion (extracellular to periplasm),,XTSNtex,xtsn_e <=> xtsn_p
R_EX_uri_e,,EX_uri_e,uri_e --> 
R_EX_dad_2_e,,EX_dad_2_e,dad_2_e --> 
R_EX_g3pg_e,,EX_g3pg_e,g3pg_e --> 
R_EX_galctn__L_e,,EX_galctn__L_e,galctn__L_e --> 
R_EX_ump_e,,EX_ump_e,ump_e --> 
R_EX_gam_e,,EX_gam_e,gam_e --> 
R_EX_ala__D_e,,EX_ala__D_e,ala__D_e --> 
R_EX_sucr_e,,EX_sucr_e,sucr_e --> 
"UDP-N-2,N-3-di-(3-hydroxyacyl)glucosediamine pyrophosphatase",,USHDN,h2o_c + u23gn_c --> 2.0 h_c + lipidXn_c + ump_c
R_EX_ser__L_e,,EX_ser__L_e,ser__L_e --> 
R_EX_gly_e,,EX_gly_e,gly_e --> 
R_EX_gln__L_e,,EX_gln__L_e,gln__L_e --> 
R_EX_galt_e,,EX_galt_e,galt_e --> 
R_EX_raffin_e,,EX_raffin_e,raffin_e --> 
L-valine reversible transport via proton symport (periplasm),,VALt2rpp,h_p + val__L_p <=> h_c + val__L_c
R_EX_no2_e,,EX_no2_e,no2_e --> 
R_EX_octa_e,,EX_octa_e,octa_e --> 
R_EX_feenter_e,,EX_feenter_e,feenter_e --> 
R_EX_asn__L_e,,EX_asn__L_e,asn__L_e --> 
R_EX_fol_e,,EX_fol_e,fol_e --> 
R_EX_mal__L_e,,EX_mal__L_e,mal__L_e --> 
R_EX_galctn__D_e,,EX_galctn__D_e,galctn__D_e --> 
R_EX_akg_e,,EX_akg_e,akg_e --> 
R_EX_uaagmda_e,,EX_uaagmda_e,uaagmda_e --> 
R_EX_glyc_e,,EX_glyc_e,glyc_e --> 
R_EX_tyr__L_e,,EX_tyr__L_e,tyr__L_e --> 
Undecaprenyl phosphate-L-Ara4FN formylase,,UPLA4FNF,h2o_c + uLa4fn_c --> for_c + uLa4n_c
Thiosulfate transport via diffusion (extracellular to periplasm),,TSULtex,tsul_e <=> tsul_p
R_EX_taur_e,,EX_taur_e,taur_e --> 
R_EX_acgam_e,,EX_acgam_e,acgam_e --> 
R_EX_hxan_e,,EX_hxan_e,hxan_e --> 
R_EX_val__L_e,,EX_val__L_e,val__L_e --> 
R_EX_hqn_e,,EX_hqn_e,hqn_e --> 
R_EX_so3_e,,EX_so3_e,so3_e --> 
R_EX_3hpppn_e,,EX_3hpppn_e,3hpppn_e --> 
R_EX_4hphac_e,,EX_4hphac_e,4hphac_e --> 
R_EX_k_e,,EX_k_e,k_e <=> 
R_EX_h2o_e,,EX_h2o_e,h2o_e <=> 
R_EX_his__L_e,,EX_his__L_e,his__L_e --> 
R_EX_glc__D_e,,EX_glc__D_e,glc__D_e <=> 
R_EX_hexs_e,,EX_hexs_e,hexs_e --> 
R_EX_pheme_e,,EX_pheme_e,pheme_e --> 
R_sink_2ohph_c,,sink_2ohph_c,2ohph_c --> 
R_EX_12ppd__S_e,,EX_12ppd__S_e,12ppd__S_e --> 
R_EX_pnto__R_e,,EX_pnto__R_e,pnto__R_e --> 
R_EX_dcyt_e,,EX_dcyt_e,dcyt_e --> 
R_EX_ile__L_e,,EX_ile__L_e,ile__L_e --> 
R_EX_pro__L_e,,EX_pro__L_e,pro__L_e --> 
Trehalose transport via diffusion (extracellular to periplasm),,TREtex,tre_e <=> tre_p
R_EX_5mtr_e,,EX_5mtr_e,5mtr_e --> 
R_sink_bmocogdp_c,,sink_bmocogdp_c,bmocogdp_c --> 
R_sink_5drib_c,,sink_5drib_c,5drib_c --> 
R_sink_4hba_c,,sink_4hba_c,4hba_c --> 
R_EX_arab__L_e,,EX_arab__L_e,arab__L_e --> 
R_EX_ala_B_e,,EX_ala_B_e,ala_B_e --> 
R_EX_isetac_e,,EX_isetac_e,isetac_e --> 
R_EX_galur_e,,EX_galur_e,galur_e --> 
R_EX_4abut_e,,EX_4abut_e,4abut_e --> 
R_EX_acac_e,,EX_acac_e,acac_e --> 
R_EX_acald_e,,EX_acald_e,acald_e --> 
R_EX_inost_e,,EX_inost_e,inost_e --> 
R_EX_14glucan_e,,EX_14glucan_e,14glucan_e --> 
R_EX_duri_e,,EX_duri_e,duri_e --> 
R_EX_imp_e,,EX_imp_e,imp_e --> 
R_EX_xylb_e,,EX_xylb_e,xylb_e --> 
R_EX_xyl__D_e,,EX_xyl__D_e,xyl__D_e --> 
R_EX_xyl3_e,,EX_xyl3_e,xyl3_e --> 
Ureidoglycolate hydrolase,,UGLYCH,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c
Undecaprenyl phosphate transport (cytoplasm to periplasm),,UDCPPtppi,udcpp_p --> udcpp_c
R_EX_gsn_e,,EX_gsn_e,gsn_e --> 
R_EX_gmp_e,,EX_gmp_e,gmp_e --> 
R_EX_lys__L_e,,EX_lys__L_e,lys__L_e --> 
R_EX_gm2lipa_e,,EX_gm2lipa_e,gm2lipa_e --> 
R_EX_arbt_e,,EX_arbt_e,arbt_e --> 
R_EX_fe3_e,,EX_fe3_e,fe3_e <=> 
R_EX_tre_e,,EX_tre_e,tre_e --> 
R_EX_ura_e,,EX_ura_e,ura_e --> 
UDP glucosyltransferase  diglucosyl ,,UGT_BS,0.01 12dgr_BS_c + 2.0 udpg_c --> 0.01 d12dg_BS_c + 2.0 h_c + 2.0 udp_c
R_EX_thymd_e,,EX_thymd_e,thymd_e --> 
UDP-3-N-2-N-acetylglucosediamine deacetylase,,UHGADAN,h2o_c + u3agn_c --> ac_c + u3hgn_c
Transport (cytoplasm to periplasm),,ULA4Ntppi,uLa4n_c --> uLa4n_p
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,,UM3PL,LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c
UMP transport via diffusion (extracellular to periplasm),,UMPtex,ump_e <=> ump_p
R_EX_arab__D_e,,EX_arab__D_e,arab__D_e --> 
R_EX_tsul_e,,EX_tsul_e,tsul_e --> 
R_EX_gua_e,,EX_gua_e,gua_e --> 
R_EX_ac_e,,EX_ac_e,ac_e --> 
R_EX_fum_e,,EX_fum_e,fum_e --> 
UDP-3-N-(3-hydroxymyristoyl)glucosediamine 2-N-acyltransferase,,U23GAATN,3hmrsACP_c + u3hgn_c --> ACP_c + h_c + u23gn_c
R_EX_3hcinnm_e,,EX_3hcinnm_e,3hcinnm_e --> 
R_EX_etha_e,,EX_etha_e,etha_e --> 
R_EX_xylan4_e,,EX_xylan4_e,xylan4_e --> 
R_EX_xtsn_e,,EX_xtsn_e,xtsn_e --> 
R_EX_chol_e,,EX_chol_e,chol_e --> 
R_EX_acmana_e,,EX_acmana_e,acmana_e --> 
R_EX_aso4_e,,EX_aso4_e,aso4_e --> 
R_EX_xan_e,,EX_xan_e,xan_e --> 
R_EX_h2s_e,,EX_h2s_e,h2s_e --> 
R_EX_eths_e,,EX_eths_e,eths_e --> 
R_EX_dcmp_e,,EX_dcmp_e,dcmp_e --> 
R_EX_aso3_e,,EX_aso3_e,aso3_e --> 
R_EX_asp__L_e,,EX_asp__L_e,asp__L_e --> 
UDP-N-acetylglucosamine 2-epimerase,,UAG2E,uacgam_c <=> uacmam_c
R_EX_orn_e,,EX_orn_e,orn_e --> 
R_EX_cu_e,,EX_cu_e,cu_e --> 
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)",,12DGR120tipp,12dgr120_p --> 12dgr120_c
Tetraacyldisaccharide 4'kinase (glucosediaminyl),,TDSKN,atp_c + lipidAdsn_c --> adp_c + h_c + lipidAn_c
Deoxyguanosine kinase,,DGNSK,atp_c + dgsn_c --> adp_c + dgmp_c + h_c
Cyanate aminohydrolase,,CYNTAH,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c
"Cytochrome c oxidase, synechocystis (2 protons)",,CYO1bpp_syn,2.0 focytc6_p + 4.0 h_c + 0.5 o2_p --> 2.0 ficytc6_p + h2o_p + 2.0 h_p
Diacetyl transport out via proton antiport,,DACTt3,diact_c + h_e --> diact_e + h_c
DAMP transport via diffusion (extracellular to periplasm),,DAMPtex,damp_e <=> damp_p
CDP-diacylglycerol synthetase (n-C14:1),,DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
Decanoate transport via diffusion (extracellular to periplasm),,DCAtex,dca_e <=> dca_p
DCMP transport via diffusion (extracellular to periplasm),,DCMPtex,dcmp_e <=> dcmp_p
DCPDPS,,DCPDPS,frdp_c + 7.0 ipdp_c --> decdp_tb_c + 7.0 ppi_c
DGMP transport via diffusion (extracellular to periplasm),,DGMPtex,dgmp_e <=> dgmp_p
"2,3-dihydroxybenzoylserine hydrolase",,DHBSH,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
DTMP transport via diffusion (extracellular to periplasm),,DTMPtex,dtmp_e <=> dtmp_p
23DHBS polymer hydrolase,,DHBZS2H,23dhbzs2_c + h2o_c --> 2.0 23dhbzs_c + 2.0 h_c
23DHBS polymer hydrolase,,DHBZS3H,23dhbzs3_c + h2o_c --> 23dhbzs2_c + 23dhbzs_c + h_c
"1,4-dihydroxy-2-napthoyl-CoA thioesterase",,DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c
Dihydroneopterin aldolase,,DHNPA_1,dhnpt_c --> 2ahhmp_c + gcald_c
3 4 dihydroxyphenylacetate 2 3 dioxygenase,,DHPDO,34dhpha_c + o2_c --> 5cmhmsa_c + h_c
Deoxyinosine transport via diffusion (extracellular to periplasm),,DINStex,din_e <=> din_p
"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",,DKMPPD3,dkmpp_c + 3.0 h2o_c + 2.0 nad_c --> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c
DPPS,,DPPS,frdp_c + 7.0 ipdp_c --> decdp_c + 7.0 ppi_c
Deoxyribokinase,,DRBK,atp_c + drib_c --> 2dr5p_c + adp_c + h_c
Copper (Cu+1) transport via diffusion (extracellular to periplasm),,CUtex,cu_e <=> cu_p
Crotonobetaine transport via ABC system (periplasm),,CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c
L-carnitine transport via diffusion (extracellular to periplasm),,CRNtex,crn_e <=> crn_p
Carnitine/butyrobetaine antiporter,,CRNt7,crn_e + gbbtn_c --> crn_c + gbbtn_e
Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),,CD2tex,cd2_e <=> cd2_p
Cadmium (+2) transport in via permease (no H+),,CD2tpp,cd2_p --> cd2_c
CDAPPA160190,,CDAPPA160190,cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c
CDAPPA190,,CDAPPA190,cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c
CDAPPA HP,,CDAPPA_HP,cdpdag_HP_c + h2o_c --> cmp_c + 2.0 h_c + pa_Hp_c
CDP 4 dehydro 6 deoxyglucose reductase ,,CDP4D6DGLCRx,cdp4dh6doglc_c + h_c + nadh_c --> cdp4dh36ddglc_c + h2o_c + nad_c
CDP abequose synthase ,,CDPABEQS,cdp4dh36ddglc_c + h_c + nadh_c --> cdpabeq_c + nad_c
CDP glucose 4 6 dehydratase,,CDPGLC46DH,cdpglc_c --> cdp4dh6doglc_c + h2o_c
L-Cysteinylglycine transport via diffusion (extracellular to periplasm),,CGLYtex,cgly_e <=> cgly_p
Choline transport via diffusion (extracellular to periplasm),,CHLtex,chol_e <=> chol_p
Citrate transport via diffusion (extracellular to periplasm),,CITtex,cit_e <=> cit_p
Cellobiose transport via permease,,CLBtpp,cellb_p --> cellb_c
Chloride transport via proton antiport (2:1) (periplasm),,CLt3r_2,2.0 cl_e + h_c <=> 2.0 cl_c + h_e
CMP transport via diffusion (extracellular to periplasm),,CMPtex,cmp_e <=> cmp_p
COALCDH,,COALCDH,confrl_c + nad_c --> conialdh_c + h_c + nadh_c
CONFRLtex,,CONFRLtex,confrl_e <=> confrl_p
CONFRLtpp,,CONFRLtpp,confrl_p <=> confrl_c
COt,,COt,co_c <=> co_e
P-cresol transport vis diffusion (extra-organism to periplasm),,CREStex,4crsol_p <=> 4crsol_e
D-serine transport via diffusion (extracellular to periplasm),,DSERtex,ser__D_e <=> ser__D_p
Deoxyuridine kinase (ATP:Deoxyuridine),,DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c
Cobinamide adenyltransferase,,CBIAT_DELETE,atp_c + cbi_c + h2o_c --> adocbi_c + pi_c + ppi_c
Gamma glutamyl putrescine synthase,,GGPTRCS,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c
Glycerophoglycerol transport via diffusion (extracellular to periplasm),,G3PGtex,g3pg_e <=> g3pg_p
Glycerol 3 phosphate O acyltransferase,,G3POA_BS,0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + glyc3p_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c --> 0.01 1ag3p_BS_c + coa_c
L-galactonate transport via diffusion (extracellular to periplasm),,GALCTNLtex,galctn__L_e <=> galctn__L_p
D-galactonate transport via diffusion (extracellular to periplasm),,GALCTNtex,galctn__D_e <=> galctn__D_p
Galactokinase,,GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c
GDP diphosphokinase,,GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
GDP-mannose phyrophosphatase,,GDPMNP,gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c
Gamma-glutamyl-gamma-aminobutyric acid hydrolase,,GGGABAH,gg4abut_c + h2o_c --> 4abut_c + glu__L_c
GGLUCT2,,GGLUCT2,gluala_c --> 5oxpro_c + ala__L_c
5 dehydro 4 deoxyglucarate aldolase,,GLCRAL_1,5d4dglcr_c --> 2h3opp_c + pyr_c
Deoxyuridine transport via diffusion (extracellular to periplasm),,DURItex,duri_e <=> duri_p
Glycogen synthase (ADPGlc),,GLCS1,adpglc_c --> adp_c + glycogen_c + h_c
Glucose transport via diffusion (extracellular to periplasm),,GLCtex,glc__D_e <=> glc__D_p
Glucosyltransferase (LPS core synthesis) (glucosediamine) (glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA),,GLCTR4N,hhlipan_c + udpg_c --> ghhlipan_c + h_c + udp_c
"Alpha-glucuronidase, de-branching xylan",,GLCURS1,h2o_c + xylan4_c <=> glcur_c + xyl4_c
L-glutamine transport via diffusion (extracellular to periplasm),,GLNtex,gln__L_e <=> gln__L_p
Glucan transport via ATP transporter,,GLUCAN2abc,atp_c + glucan6_e + h2o_c --> adp_c + glucan6_c + h_c + pi_c
Glucan transport via ATP transporter,,GLUCANabc,atp_c + glucan4_e + h2o_c --> adp_c + glucan4_c + h_c + pi_c
Glycine betaine transport via diffusion (extracellular to periplasm),,GLYBtex,glyb_e <=> glyb_p
Glycine transport via diffusion (extracellular to periplasm),,GLYtex,gly_e <=> gly_p
Glycerol-3-phosphate cytidylyltransferase,,G3PCT,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c
Glycerol-3-phosphate acyltransferase (C18:1),,G3PAT181,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
Glycerol-3-phosphate acyltransferase (C18:0),,G3PAT180,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
Glycerol-3-phosphate acyltransferase (C16:1),,G3PAT161,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
Erythrose 4-phosphate dehydrogenase,,E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c
ECHH 0,,ECHH_0,2.0 fdox_c + h2_c <=> 2.0 fdred_c + 2.0 h_c
ECOAH12,,ECOAH12,2mp2coa_c + h2o_c --> 3hibutcoa_c
Endotoxin Synthesis (lauroyl transferase) (glucosediaminyl),,EDTXS1N,ddcaACP_c + kdo2lipid4n_c --> ACP_c + kdo2lipid4Ln_c
Endotoxin Synthesis (myristoyl transferase) (glucosediaminyl),,EDTXS2N,kdo2lipid4Ln_c + myrsACP_c --> ACP_c + lipan_c
Ethanesulfonate transport via diffusion (extracellular to periplasm),,ETHSO3tex,ethso3_e <=> ethso3_p
Fructose 6-phosphate aldolase,,F6PA,f6p_c <=> dha_c + g3p_c
FACOALPHDCA,,FACOALPHDCA,atp_c + coa_c + phdca_c --> amp_c + phdcacoa_c + ppi_c
"Release of Fe(III) from ferric 2,3-dihydroxybenzoylserine",,FE3DHBZR,fe3dhbzs_c --> 23dhbzs_c + fe3_c
Fe-enterobactin reduction (Fe(III)-unloading),,FEENTERR3,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
FERULCOAS,,FERULCOAS,atp_c + coa_c + fer_c --> amp_c + ferulcoa_c + ppi_c
Beta-fructofuranosidase,,FFSD,h2o_c + suc6p_c --> fru_c + g6p_c
FMN reductase  NADPH dependent ,,FMNRy,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c
FOLt,,FOLt,fol_e + h_e <=> fol_c + h_c
D-fructose transport via diffusion (extracellular to periplasm),,FRUtex,fru_e <=> fru_p
Fumarate transport via diffusion (extracellular to periplasm),,FUMtex,fum_e <=> fum_p
Glycerol-3-phosphate acyltransferase (C12:0),,G3PAT120,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
Glycerol-3-phosphate acyltransferase (C14:0),,G3PAT140,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
Glycerol-3-phosphate acyltransferase (C14:1),,G3PAT141,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
Cob(I)alamin adenosyltransferase,,CBLAT_DELETE,atp_c + cbl1_c + h2o_c --> adocbl_c + pi_c + ppi_c
CAFFCOA,,CAFFCOA,34dhcinm_c + atp_c + coa_c --> amp_c + caffcoa_c + ppi_c
D-glycero-D-manno-heptose 7-phosphate kinase,,GMHEPK,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),,3HAD60,3hhexACP_c --> h2o_c + thex2eACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),,3HAD120,3hddecACP_c --> h2o_c + tddec2eACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),,3HAD121,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
